episode,frames,return,Lc,La,Lbc,ratio,test
25.0,2500.0,0.0,1.90787992693231e-06,0.0044061084918212146,0.014018542802659795,0.03,0.0
26.0,2600.0,1.0,0.00011064957550161125,0.019152250792831182,0.028758476600050927,0.03,0.0
27.0,2700.0,0.0,4.3972562147805897e-05,0.012517302001539905,0.02209327055606991,0.06,0.0
28.0,2800.0,0.0,9.63008386634101e-06,0.012342014470724043,0.021887405965201282,0.04,0.0
29.0,2900.0,0.0,5.977579068680175e-06,0.004598881034845752,0.014116097507732255,0.06,0.0
30.0,3000.0,0.0,9.195430607178423e-06,0.0007772440700952349,0.010269405914406324,0.01,0.0
31.0,3100.0,0.0,5.728619265710222e-06,0.0021759178799887497,0.011640333896502852,0.01,0.0
32.0,3200.0,0.0,5.301073348428256e-06,0.00019492627301764104,0.009629055895211716,0.06,0.0
33.0,3300.0,0.0,4.775134456735941e-06,0.0006408247645595111,0.010048034375358839,0.06,0.0
34.0,3400.0,0.0,3.925944035858485e-06,-1.3995026661591097e-06,0.009375548970913796,0.02,0.0
35.0,3500.0,0.0,3.5093094343143523e-06,-0.0024819995399893205,0.0068699008175719745,0.04,0.0
36.0,3600.0,0.0,5.160770964656487e-06,-0.00324339024456484,0.0060786349665639654,0.03,0.0
37.0,3700.0,0.0,3.4153979460901005e-06,-0.004509059207824369,0.004777470322248216,0.02,0.0
38.0,3800.0,0.0,7.01492999539639e-06,-0.004562562067263029,0.004693464534923535,0.06,0.0
39.0,3892.0,1.0,0.0001003739281681024,-0.0027954652415294397,0.0064332812877469945,0.06521739130434782,0.0
40.0,3992.0,0.0,5.283051361207721e-05,-0.004540520689946103,0.004652489643459293,0.04,0.0
41.0,4092.0,0.0,7.614409372464149e-05,-0.004237053261574687,0.004930524202653125,0.04,0.0
42.0,4192.0,0.0,5.7173375487898874e-05,-0.004281541895995169,0.004837109776282752,0.08,0.0
43.0,4292.0,0.0,9.888316075846953e-05,-0.0027196482553270207,0.006366137732156968,0.08,0.0
44.0,4392.0,0.0,3.735150533108989e-05,-0.004762294948758448,0.004277603576124152,0.1,0.0
45.0,4492.0,0.0,7.22073418624002e-05,-0.005759937667298591,0.0032346909504448033,0.09,0.0
46.0,4587.0,1.0,0.0001372464375992749,-0.0025541901933761797,0.006410248271514023,0.11578947368421053,0.0
47.0,4687.0,0.0,0.00013960249841327643,0.004745362239511131,0.013691305405470533,0.13,0.0
48.0,4787.0,0.0,0.00018981630346241865,-0.002048939852023958,0.006855418858048256,0.09,0.0
49.0,4887.0,0.0,9.490782364130275e-05,-0.003551635155944448,0.005300163910234053,0.06,0.0
50.0,4987.0,0.0,0.00011520947382966379,-0.003787352957945202,0.005020996008413969,0.07,0.0
51.0,5087.0,0.0,7.981970930134162e-05,-0.0054351519228834095,0.0033148771323583495,0.09,0.0
52.0,5187.0,0.0,0.0001331708811039789,-0.004696151539683342,0.004024475977057591,0.11,0.0
53.0,5287.0,0.0,8.67270040839685e-05,-0.004512149253860116,0.0041656859335489575,0.09,0.0
54.0,5387.0,0.0,5.141152897977008e-05,-0.005463523119688034,0.003158636736916378,0.05,0.0
55.0,5487.0,0.0,8.63323233625124e-05,-0.005243661771528423,0.003336257563205436,0.11,0.0
56.0,5587.0,0.0,4.8766632380647935e-05,-0.00534122696146369,0.0032006600219756363,0.1,0.0
57.0,5687.0,0.0,4.4942211243323985e-05,-0.005866906335577369,0.002630828538676724,0.1,0.0
58.0,5787.0,0.0,3.645782943294762e-05,-0.005675748558714986,0.002790379626094364,0.11,0.0
59.0,5887.0,0.0,2.809094709391502e-05,-0.005557942120358348,0.0028662029502447696,0.1,0.0
60.0,5987.0,0.0,2.7214077326789266e-05,-0.00615165307186544,0.002242663275101222,0.09,0.0
61.0,6087.0,0.0,2.637467038766772e-05,-0.006099952743388712,0.0022581267316127197,0.08,0.0
62.0,6187.0,0.0,3.588436311474652e-05,-0.005596008892171085,0.002743517360650003,0.05,0.0
63.0,6287.0,0.0,2.7958804521404092e-05,-0.005825623339042067,0.002465734239667654,0.08,0.0
64.0,6387.0,0.0,1.9765880228987953e-05,-0.006480375044047832,0.001782682168413885,0.07,0.0
65.0,6487.0,0.0,1.73966651777846e-05,-0.00626002300530672,0.0019669968483503907,0.11,0.0
66.0,6587.0,0.0,2.0325350151324527e-05,-0.006238663657568395,0.001953552674385719,0.04,0.0
67.0,6675.0,1.0,0.00011413682009023515,-0.005175635223911906,0.0030018503338479522,0.09090909090909091,0.0
68.0,6775.0,0.0,7.734499382422655e-05,-0.006056206454522908,0.0020902273338288067,0.12,0.0
69.0,6838.0,0.0,0.00010485597975650943,-0.005554039556060045,0.0025690049505866473,0.07936507936507936,0.0
70.0,6938.0,0.0,0.00010974400941449858,-0.0059718553489074115,0.0021340120572131125,0.06,0.0
71.0,7038.0,0.0,9.571879430950503e-05,-0.006120516173541546,0.0019692608632612975,0.08,0.0
72.0,7138.0,0.0,7.408204218336323e-05,-0.005965580428019166,0.002087745641474612,0.08,0.0
73.0,7238.0,0.0,5.344533461538958e-05,-0.005881788576953113,0.0021417175530223176,0.15,0.0
74.0,7338.0,0.0,5.072408681826346e-05,-0.0059399981983006,0.0020479092129971834,0.14,0.0
75.0,7438.0,0.0,6.154794143185427e-05,-0.005853732489049435,0.002121804589405656,0.11,0.0
76.0,7538.0,0.0,5.182748072002141e-05,-0.0062084194226190445,0.0017439860926242545,0.09,0.0
77.0,7638.0,0.0,3.588534261325549e-05,-0.006362581811845303,0.0015544955141376703,0.16,0.0
78.0,7738.0,0.0,3.696205415508302e-05,-0.006267467080615461,0.0016201247874414548,0.14,0.0
79.0,7838.0,0.0,3.7463042226590914e-05,-0.006235185582190752,0.001638166275806725,0.07,0.0
80.0,7938.0,0.0,3.489118322249851e-05,-0.00599851347040385,0.001832216719049029,0.08,0.0
81.0,8038.0,0.0,4.3289638188070964e-05,-0.005616569286212325,0.002182125529507175,0.2,0.0
82.0,8138.0,0.0,0.00013006509409024147,-0.0055491668870672585,0.002242312335292809,0.15,0.0
83.0,8238.0,0.0,0.00019068735269684112,-0.005609383177943528,0.0021704464475624263,0.12,0.0
84.0,8338.0,0.0,0.00018527715639720554,-0.005918907420709729,0.0018679928430356085,0.13,0.0
85.0,8422.0,1.0,0.0001726488405135266,-0.005371010817942165,0.0024234024333834115,0.09523809523809523,0.0
86.0,8522.0,0.0,0.0001696468633963377,-0.005819621989503503,0.001963203209452331,0.14,0.0
87.0,8622.0,0.0,0.00011232872395339655,-0.00552094159880653,0.002230787770822644,0.09,0.0
88.0,8722.0,0.0,0.00015826710929104593,-0.005970885045826435,0.0017701191286323592,0.11,0.0
89.0,8822.0,0.0,0.0001760363519497332,-0.005849429373629391,0.001862718376214616,0.06,0.0
90.0,8922.0,0.0,0.0001371965377984452,-0.006284219799563289,0.001389569044113159,0.1,0.0
91.0,9022.0,0.0,0.00019667856526211835,-0.005621213610284031,0.002036542723653838,0.11,0.0
92.0,9122.0,0.0,0.00016508072294527665,-0.006125535564497114,0.0015353475650772453,0.12,0.0
93.0,9222.0,0.0,0.0001705066775684827,-0.006164555954746902,0.0014813972811680287,0.04,0.0
94.0,9322.0,0.0,0.00016663071251969087,-0.006175715709105134,0.0014565830980427562,0.18,0.0
95.0,9422.0,0.0,0.0002512838548864238,-0.006260428954847157,0.001395669319317676,0.21,0.0
96.0,9522.0,0.0,0.0002079068139755691,-0.006018845499493181,0.0015921034576604142,0.21,0.0
97.0,9622.0,0.0,0.00023460530312149785,-0.0063297951174899935,0.0013042218721238895,0.16,0.0
98.0,9685.0,1.0,0.0002264964400276926,-0.0063146232730812496,0.001303650081686173,0.1746031746031746,0.0
99.0,9785.0,0.0,0.00020476783629419515,-0.006020515768323093,0.0015961436508223415,0.15,0.0
100.0,9878.0,1.0,0.00023540132131392476,-0.006203199180984689,0.0013865624887428136,0.1827956989247312,0.0
101.0,9978.0,0.0,0.0002199067285255296,-0.006214828500524163,0.001374079369707033,0.17,0.0
102.0,10078.0,0.0,0.00017455552544561214,-0.005983664039522409,0.001588282154116314,0.12,0.0
103.0,10178.0,0.0,0.00019157813389028889,-0.006066024829633534,0.0015334516420261934,0.2,0.0
104.0,10278.0,0.0,0.00015597660010826074,-0.006016037599183619,0.0015278358492651022,0.14,0.0
105.0,10378.0,0.0,0.00016088243668491487,-0.006300517655909062,0.0012316374419606292,0.11,0.0
106.0,10478.0,0.0,0.000193960970864282,-0.006373791028745472,0.001166548746114131,0.16,0.0
107.0,10578.0,0.0,0.000213771949565853,-0.006213950482197106,0.0012899567119893619,0.16,0.0
108.0,10678.0,0.0,0.00017557265331561212,-0.006280275322496891,0.0012602752505335958,0.19,0.0
109.0,10778.0,0.0,0.00020579546791850588,-0.00629306276794523,0.0012300691253039986,0.17,0.0
110.0,10842.0,1.0,0.0001974181499235783,-0.006650572533544619,0.0008682055704412051,0.203125,0.0
111.0,10942.0,0.0,0.00022667653644020902,-0.006387496194802225,0.001095922056119889,0.23,0.0
112.0,11042.0,0.0,0.00019633681364211953,-0.006643684166483581,0.0008246862655505538,0.26,0.0
113.0,11142.0,0.0,0.0002744575391261606,-0.006586011834442616,0.0009144637655117549,0.1,0.0
114.0,11242.0,0.0,0.00023605873364431317,-0.006511955820024014,0.0009539468446746469,0.22,0.0
115.0,11327.0,1.0,0.00023346104601788443,-0.006367060049053501,0.0011229685031781522,0.21176470588235294,0.0
116.0,11427.0,0.0,0.0002495171626287629,-0.006518832752481103,0.0009596362311276607,0.15,0.0
117.0,11527.0,0.0,0.00028507023671409115,-0.006488804239779711,0.0009831968176877127,0.16,0.0
118.0,11627.0,0.0,0.0002576950422371738,-0.0063888776069507,0.0010992620835895651,0.14,0.0
119.0,11727.0,0.0,0.00031497648749791553,-0.006461779407691211,0.0009910679192398674,0.15,0.0
120.0,11827.0,0.0,0.00030261917207099033,-0.0064287076983600856,0.0009931840578792618,0.19,0.0
121.0,11927.0,0.0,0.00033488946413854135,-0.006360922595486045,0.0010904478662996553,0.18,0.0
122.0,12027.0,0.0,0.0003074451152497204,-0.006436312217265368,0.0009988052438711747,0.08,0.0
123.0,12127.0,0.0,0.0003246185674652224,-0.006659091450273991,0.0007466391360503622,0.19,0.0
124.0,12227.0,0.0,0.0003114932097378187,-0.006617286242544651,0.000779219268297311,0.18,0.0
125.0,12327.0,0.0,0.00033192851420608347,-0.0063972291443496945,0.0010004560471861624,0.22,0.0
126.0,12427.0,0.0,0.0003209254718240118,-0.0066092257108539346,0.0007950951551902108,0.08,0.0
127.0,12527.0,0.0,0.000312212776261731,-0.00616008851211518,0.0012490989788784645,0.14,0.0
128.0,12627.0,0.0,0.0003330802553682588,-0.006116948975250125,0.0012636636040406302,0.19,0.0
129.0,12727.0,0.0,0.00032118109724251555,-0.006285138097591698,0.001080991562048439,0.24,0.0
130.0,12827.0,0.0,0.00032639464028761723,-0.006051048508379608,0.0013181977820931933,0.21,0.0
131.0,12927.0,0.0,0.00034822078618162777,-0.006466296245343983,0.0009218210220569745,0.14,0.0
132.0,13027.0,0.0,0.00040695594943827016,-0.0059451716486364605,0.0014429402892710641,0.2,0.0
133.0,13127.0,0.0,0.00034342788851063235,-0.0062034866167232396,0.0011658779642311856,0.27,0.0
134.0,13227.0,0.0,0.00034339964600803795,-0.0062224111030809584,0.0011341240772162564,0.17,0.0
135.0,13327.0,0.0,0.00033479420533694793,-0.006310049367602915,0.0010174053703667597,0.15,0.0
136.0,13427.0,0.0,0.00038840429726406,-0.00636584953404963,0.0009807587674004025,0.19,0.0
137.0,13527.0,0.0,0.00044826658078818584,-0.005748389798682183,0.0016065140857244842,0.14,0.0
138.0,13627.0,0.0,0.0003843190026964294,-0.005939287133514881,0.0013944663087022491,0.22,0.0
139.0,13727.0,0.0,0.00034426733785949184,-0.005767373195849359,0.0015553248580545188,0.25,0.0
140.0,13827.0,0.0,0.0003522576680552447,-0.006222735494375229,0.0011436520220013335,0.22,0.0
141.0,13927.0,0.0,0.0003564091686712345,-0.0064568219007924196,0.0009270965472387616,0.22,0.0
142.0,14027.0,0.0,0.00042521945062617305,-0.006521083880215883,0.0008329722395865246,0.26,0.0
143.0,14127.0,0.0,0.00040013609708694275,-0.006139117991551757,0.001199618191458285,0.29,0.0
144.0,14227.0,0.0,0.0003941137815127149,-0.005950187691487372,0.001368422147934325,0.21,0.0
145.0,14327.0,0.0,0.00039040038027451376,-0.006324874237179756,0.0010271952269249596,0.23,0.0
146.0,14412.0,1.0,0.0004531073464450481,-0.00623021555297515,0.0011747260814231326,0.21176470588235294,0.0
147.0,14512.0,0.0,0.00047131594837992454,-0.005985991777852178,0.0014151233062148095,0.31,0.0
148.0,14584.0,1.0,0.0004531352313076948,-0.005865926602079223,0.0015743636156710433,0.20833333333333334,0.0
149.0,14681.0,1.0,0.00047320867054519654,-0.005537746145303563,0.0019457398922201822,0.21649484536082475,0.0
150.0,14781.0,0.0,0.0005291211578878574,-0.006559331603348255,0.0009082888017292134,0.13,0.0
151.0,14881.0,0.0,0.00045671787782339377,-0.006339564830996096,0.0011541462995228358,0.05,0.0
152.0,14981.0,0.0,0.0004433579892793205,-0.005760230128653347,0.0017520368238911033,0.22,0.0
153.0,15081.0,0.0,0.0005500889543327503,-0.006137586336117238,0.0013881944995955565,0.23,0.0
154.0,15181.0,0.0,0.00042909516792860814,-0.006429344099014998,0.0011326909257331863,0.27,0.0
155.0,15281.0,0.0,0.0004709806336904876,-0.00629698988283053,0.0012945906227105298,0.15,0.0
156.0,15381.0,0.0,0.00047014178679091853,-0.006596088889054954,0.0009396532553364523,0.32,0.0
157.0,15481.0,0.0,0.00044826398137956855,-0.0066106373164802786,0.0010339151881635189,0.22,0.0
158.0,15581.0,0.0,0.0005121123671415262,-0.0065285807894542814,0.001106940813770052,0.26,0.0
159.0,15681.0,0.0,0.00042340736021287737,-0.006584773762151599,0.0010215333444648423,0.27,0.0
160.0,15781.0,0.0,0.0004284577307407744,-0.006685397103428841,0.0009539753396529704,0.24,0.0
161.0,15848.0,1.0,0.0004988995946703979,-0.0065405979099224755,0.001089829313412392,0.208955223880597,0.0
162.0,15948.0,0.0,0.0005009725553099997,-0.006672077162656933,0.0009838691740878857,0.15,0.0
163.0,16048.0,0.0,0.0004393373754282948,-0.0066983308410272,0.0009749833094247151,0.17,0.0
164.0,16148.0,0.0,0.0005329681318835355,-0.006619907594285906,0.001025918007362634,0.24,0.0
165.0,16248.0,0.0,0.000491645299771335,-0.006463195686228574,0.0012630649050697684,0.32,0.0
166.0,16348.0,0.0,0.0005385984679742251,-0.006886403202079236,0.0008165559606277384,0.23,0.0
167.0,16448.0,0.0,0.0005293347692349926,-0.0067428564187139274,0.0009296776437258814,0.24,0.0
168.0,16548.0,0.0,0.0005161040113307536,-0.006539445472881198,0.001165341516607441,0.2,0.0
169.0,16631.0,1.0,0.000507689051677933,-0.006679161384432431,0.0010812766839475203,0.30120481927710846,0.0
170.0,16731.0,0.0,0.0005820466490695252,-0.006714006422553212,0.0010523540969006717,0.28,0.0
171.0,16800.0,1.0,0.0005774936825205721,-0.0066551497152102165,0.0011888971211442697,0.391304347826087,0.0
172.0,16900.0,0.0,0.0006263427439262159,-0.006659650029614567,0.0011595936569210607,0.18,0.0
173.0,17000.0,0.0,0.0005581584779429249,-0.007084747641347349,0.0007749224071449134,0.19,0.0
174.0,17100.0,0.0,0.0006050355167826637,-0.007024975824169815,0.0008249487950524781,0.3,0.0
175.0,17200.0,0.0,0.0006430261011701078,-0.006525683840736747,0.0012795847369125113,0.21,0.0
176.0,17300.0,0.0,0.0006788224328192883,-0.007086186311207712,0.0008283251372631639,0.18,0.0
177.0,17400.0,0.0,0.0006540826932177879,-0.006903618611395359,0.0009678315138444305,0.21,0.0
178.0,17500.0,0.0,0.0006486519561440218,-0.0068604546808637675,0.0010110842910944484,0.29,0.0
179.0,17600.0,0.0,0.0006805784808238968,-0.006860558390617371,0.0009981808127486147,0.25,0.0
180.0,17700.0,0.0,0.0006405900933896192,-0.006665038554929197,0.0012827651944826357,0.26,0.0
181.0,17800.0,0.0,0.0007902032564743422,-0.006960863461717964,0.0008964579700841568,0.36,0.0
182.0,17900.0,0.0,0.0007445414841640741,-0.006882978463545441,0.000997146859881468,0.22,0.0
183.0,18000.0,0.0,0.0007568469957914204,-0.006621604328975081,0.0012510844072676263,0.11,0.0
184.0,18100.0,0.0,0.0007523090860922821,-0.006936956271529198,0.0010188153557828628,0.29,0.0
185.0,18200.0,0.0,0.0007080882517038845,-0.006885814429260791,0.0011236147987074218,0.33,0.0
186.0,18288.0,1.0,0.0007138604841285004,-0.007035865887618539,0.0009910809153966097,0.25,0.0
187.0,18388.0,0.0,0.0007555868724011816,-0.0072638196079060436,0.0008125872383243404,0.2,0.0
188.0,18488.0,0.0,0.0007148943841457367,-0.007310678376816213,0.0007558656329638325,0.25,0.0
189.0,18588.0,0.0,0.0007044794617104344,-0.00696270399261266,0.0010757293604547159,0.23,0.0
190.0,18685.0,1.0,0.0008790736109469586,-0.006999684416103302,0.0011293062377365824,0.35051546391752575,0.0
191.0,18785.0,0.0,0.0008658677057246677,-0.007220128527842462,0.0008536808619101067,0.38,0.0
192.0,18885.0,0.0,0.0008553662791382521,-0.006780420979484916,0.0013655149639816954,0.23,0.0
193.0,18985.0,0.0,0.0008462469346704893,-0.0068386618606746195,0.0013066491985227913,0.24,0.0
194.0,19085.0,0.0,0.0008162886780337431,-0.006928902612999082,0.001265392346540466,0.33,0.0
195.0,19182.0,1.0,0.0009672760149732846,-0.0068349685500731176,0.0013628681757386543,0.27835051546391754,0.0
196.0,19282.0,0.0,0.000976589639321901,-0.007343382430262863,0.0009161796010448598,0.35,0.0
197.0,19382.0,0.0,0.0009072547327377833,-0.007360274619422853,0.0009118665065034293,0.23,0.0
198.0,19482.0,0.0,0.0009291969815967604,-0.007340928125195205,0.0009754987929773051,0.25,0.0
199.0,19582.0,0.0,0.0009502955473726615,-0.0072837178921327,0.0010639640109729952,0.34,0.0
200.0,19682.0,0.0,0.0009809041331754998,-0.0072910421015694735,0.0009941239585168659,0.42,0.0
201.0,19782.0,0.0,0.0009450304124038666,-0.007161217364482581,0.0012163319444516674,0.23,0.0
202.0,19882.0,0.0,0.0009311811288353056,-0.007250575656071305,0.0011441841820487753,0.38,0.0
203.0,19965.0,1.0,0.0010632652816003614,-0.007261052121778569,0.0011370045284415226,0.3253012048192771,0.0
204.0,20065.0,0.0,0.0010342712339479476,-0.007429622798226774,0.00100647950603161,0.28,0.0
205.0,20165.0,0.0,0.001046951733296737,-0.007480607801117003,0.0010530944034690037,0.29,0.0
206.0,20265.0,0.0,0.0011360460694413632,-0.007407667799852789,0.001141378902248107,0.27,0.0
207.0,20365.0,0.0,0.001089511878672056,-0.007204520562663674,0.001368955747166183,0.34,0.0
208.0,20465.0,0.0,0.001134023362537846,-0.007364929565228522,0.0012365262460662051,0.27,0.0
209.0,20562.0,0.0,0.0011916010701769637,-0.007456821096657785,0.0011731395038857711,0.29896907216494845,0.0
210.0,20662.0,0.0,0.0012432393216295168,-0.0071780612366274,0.0014854925594408996,0.35,0.0
211.0,20762.0,0.0,0.0012430284381844104,-0.007589421514421701,0.0011069237024639734,0.45,0.0
212.0,20862.0,0.0,0.0014127658429788426,-0.007587822349742055,0.0011436928645707667,0.33,0.0
213.0,20947.0,1.0,0.0013604086947024746,-0.007686349201728316,0.001158443688045201,0.3058823529411765,0.0
214.0,21047.0,0.0,0.0013688606093637645,-0.007831577281467616,0.0009900739771546796,0.33,0.0
215.0,21147.0,0.0,0.0013974299264373257,-0.007751642484217882,0.0011358010800904595,0.3,0.0
216.0,21247.0,0.0,0.0014010519906878472,-0.008059951774775982,0.0008783467800822109,0.32,0.0
217.0,21347.0,0.0,0.0013964820880210027,-0.007892667399719357,0.0011587554545258172,0.34,0.0
218.0,21447.0,0.0,0.001451569437631406,-0.00756393960211426,0.001472160477133002,0.35,0.0
219.0,21547.0,0.0,0.0014315367530798539,-0.007861407343298196,0.0012402562925126403,0.35,0.0
220.0,21647.0,0.0,0.0014206621993798762,-0.007816550694406033,0.0012866600218694657,0.3,0.0
221.0,21747.0,0.0,0.0014743934624129906,-0.008315988904796541,0.00089964908111142,0.39,0.0
222.0,21795.0,0.0,0.0015327744137418147,-0.008103382385646304,0.0011860001013701549,0.16666666666666666,0.0
223.0,21850.0,0.0,0.0016155423638834195,-0.00816927275366404,0.0011008511911231008,0.32727272727272727,0.0
224.0,21950.0,0.0,0.001494655993883498,-0.008375475155189634,0.0010133718146244064,0.46,0.0
225.0,22050.0,0.0,0.0014998513110913336,-0.008361393343657255,0.0010028242153930478,0.31,0.0
226.0,22150.0,0.0,0.0014962069387547672,-0.008461512615904212,0.0008827883977210149,0.26,0.0
227.0,22250.0,0.0,0.0015166852343827487,-0.008616412337869406,0.0008176804840331897,0.35,0.0
228.0,22350.0,0.0,0.0015347763855243102,-0.008800411350093781,0.0007127797522116453,0.3,0.0
229.0,22450.0,0.0,0.0015412996098166333,-0.008521698308177292,0.0009909872467687819,0.39,0.0
230.0,22550.0,0.0,0.0015708040865138172,-0.00840466215275228,0.0011955403692263645,0.29,0.0
231.0,22650.0,0.0,0.001661193315521814,-0.008680145121179522,0.0009035690114251337,0.27,0.0
232.0,22750.0,0.0,0.0015657466824632138,-0.008791436445899308,0.0008093123909202405,0.3,0.0
233.0,22850.0,0.0,0.0016587386548053474,-0.008781085573136806,0.0008923802997742314,0.27,0.0
234.0,22950.0,0.0,0.0016878338099922984,-0.008752485113218427,0.0009861964898300356,0.39,0.0
235.0,23050.0,0.0,0.0016489783918950706,-0.00885985530912876,0.0008978048368589953,0.39,0.0
236.0,23150.0,0.0,0.001660062270821072,-0.008710347642190754,0.0011168873411952517,0.45,0.0
237.0,23250.0,0.0,0.0017424594471231103,-0.008927821312099696,0.0009738726426439825,0.32,0.0
238.0,23350.0,0.0,0.0015731446095742286,-0.008880526279099285,0.001000589724862948,0.42,0.0
239.0,23450.0,0.0,0.0016601448704022914,-0.00925239156000316,0.0007577097616740503,0.35,0.0
240.0,23550.0,0.0,0.0016720848955446854,-0.009219671124592424,0.0007860479965165723,0.37,0.0
241.0,23650.0,0.0,0.0015949727455154062,-0.009350736495107412,0.0007110192783875391,0.35,0.0
242.0,23750.0,0.0,0.0016416655387729406,-0.009290828052908182,0.0008228967113245744,0.37,0.0
243.0,23850.0,0.0,0.001655258841929026,-0.009468021905049681,0.0006843103271967266,0.45,0.0
244.0,23950.0,0.0,0.0015827495872508734,-0.009535337761044503,0.0006702324429352303,0.38,0.0
245.0,24050.0,0.0,0.001602044077590108,-0.00947629743721336,0.0008032425997953396,0.3,0.0
246.0,24150.0,0.0,0.0015429048147052526,-0.009475253848358988,0.0008152000831614714,0.31,0.0
247.0,24250.0,0.0,0.0014960359560791403,-0.009152262597344816,0.0011659346566011664,0.43,0.0
248.0,24350.0,0.0,0.0015315995545824989,-0.009164795083925127,0.001099083845037967,0.18,0.0
249.0,24450.0,0.0,0.0014314260601531715,-0.00922259621322155,0.001075739413499832,0.33,0.0
250.0,24550.0,0.0,0.0014662451483309269,-0.00932132262736559,0.0009948440792504698,0.42,0.0
251.0,24650.0,0.0,0.0015551921824226156,-0.00954532764852047,0.0008390698552830145,0.44,0.0
252.0,24750.0,0.0,0.0014721505012130365,-0.009378309263847768,0.0010200026235543192,0.41,0.0
253.0,24850.0,0.0,0.0015512550808489322,-0.009678242704831063,0.0008012244732526596,0.21,0.0
254.0,24950.0,0.0,0.0014062065706821158,-0.009769983631558716,0.0007439123316726182,0.34,0.0
255.0,25047.0,1.0,0.001373296317322775,-0.009495593948270549,0.00105089114405234,0.28865979381443296,0.0
256.0,25147.0,0.0,0.0013987488677958027,-0.009645586721599103,0.0009035143311484717,0.43,0.0
257.0,25247.0,0.0,0.0013476513139903546,-0.009621727601625026,0.0009270645251672249,0.32,0.0
258.0,25347.0,0.0,0.0014013684407109394,-0.009964949255809187,0.0007250559329986572,0.34,0.0
259.0,25447.0,0.0,0.0014742970140650868,-0.009896811954677105,0.0007211054785875603,0.34,0.0
260.0,25547.0,0.0,0.001325824472005479,-0.009806694672442972,0.0008608887594891712,0.4,0.0
261.0,25647.0,0.0,0.0013157907669665292,-0.009932380989193917,0.0007587297713325824,0.44,0.0
262.0,25747.0,0.0,0.001421634377911687,-0.009918217058293521,0.000815625614777673,0.39,0.0
263.0,25847.0,0.0,0.0013708166166907176,-0.009870139663107694,0.0008879339339910075,0.36,0.0
264.0,25947.0,0.0,0.0013561340275919066,-0.009840693469159304,0.0009820689185289666,0.54,0.0
265.0,26047.0,0.0,0.0014038366812746971,-0.009925288767553865,0.0008846311911474914,0.36,0.0
266.0,26147.0,0.0,0.0013345356832724065,-0.009788705427199602,0.0010547547020541969,0.47,0.0
267.0,26247.0,0.0,0.001373789301724173,-0.010198728777468205,0.0006995844232733361,0.28,0.0
268.0,26347.0,0.0,0.001384574138210155,-0.009962621335871518,0.0009640788024989889,0.32,0.0
269.0,26447.0,0.0,0.0012601861043367536,-0.010149859115481377,0.0008010725973872468,0.52,0.0
270.0,26547.0,0.0,0.0013417645101435483,-0.010045764171518385,0.0008944171451730654,0.33,0.0
271.0,26609.0,1.0,0.0013439471724503223,-0.010259368802390752,0.0007343860488617793,0.27419354838709675,0.0
