episode,frames,train_return,train_success,test_success_rate,ratio,epsilon,init_dist,avg_swing,pred_loss
416,37008,0.293422723789325,0,nan,1.0,0.8145699999987852,0.32915161608477794,0.03095123,0.0006999775604344904
417,37158,-3.633610251196809,0,nan,0.8866666666666667,0.8138199999987803,0.44329583056128935,0.051093027,0.000755026548965058
418,37308,-3.4324961808134162,0,nan,0.8866666666666667,0.8130699999987754,0.4053673188078197,0.05025337,0.0007355005166027695
419,37458,-4.553959347760766,0,nan,0.9,0.8123199999987705,0.32661226105391367,0.078809194,0.0007278272512485273
420,37608,-3.5690810332597263,0,0.37,0.8466666666666667,0.8115699999987656,0.38107011936997737,0.051153243,0.0007447197693788136
421,37758,-3.609994214590208,0,nan,0.8333333333333334,0.8108199999987606,0.2671512117098264,0.04972097,0.0007100186934500622
422,37908,-3.405684465620915,0,nan,0.8866666666666667,0.8100699999987557,0.6374809734039705,0.060060278,0.0007125375748728402
423,38058,-3.648826180808367,0,nan,0.84,0.8093199999987508,0.4690100378461565,0.05715229,0.000722792247737137
424,38059,-0.03684482759963706,0,nan,2.0,0.8093099999987508,0.4504475189123806,0.4150075,0.0006405891326721758
425,38089,0.11180654137276735,0,nan,0.9,0.8091599999987498,0.6539461932917009,0.038818844,0.0007711524226275894
426,38239,-3.761060311308205,0,nan,0.88,0.8084099999987449,0.3933133546419054,0.05365299,0.0007440393347254333
427,38265,0.24807434046306798,0,nan,0.8846153846153846,0.808279999998744,0.2731836268776766,0.03554302,0.0007366472670512919
428,38415,-3.6784978437352254,0,nan,0.9,0.8075299999987391,0.554933923654514,0.053910572,0.0007280802679209349
429,38445,0.1445025776995219,0,nan,0.8333333333333334,0.8073799999987381,0.41257600526287463,0.043428175,0.0006997125722894756
430,38474,0.1887599050278781,0,nan,0.9655172413793104,0.8072349999987372,0.5448272345676695,0.03766547,0.000751934022791202
431,38542,-1.025502193111012,0,nan,0.9411764705882353,0.8068949999987349,0.6030506847646886,0.034758955,0.0007341603176267681
432,38692,-3.3772406595604316,0,nan,0.8866666666666667,0.80614499999873,0.2796676953779825,0.05825913,0.0007582775800256059
433,38730,-0.013564526562696022,0,nan,0.8421052631578947,0.8059549999987288,0.6850457437997901,0.04325794,0.0007024940863821508
434,38880,-4.537881842987839,0,nan,0.88,0.8052049999987239,0.28249628263778864,0.057715315,0.0007211745291715488
435,38936,-0.577022514252297,0,nan,0.9107142857142857,0.804924999998722,0.30634266069071414,0.04332089,0.0007988819506863365
436,39021,-1.2902165251232103,0,nan,0.9176470588235294,0.8044999999987192,0.4663919208662519,0.06604813,0.000739712910452748
437,39049,0.20758605352558568,0,nan,0.9285714285714286,0.8043599999987183,0.352710719955899,0.02950423,0.0008105294135540524
438,39078,0.11822613216316236,0,nan,0.8620689655172413,0.8042149999987174,0.5677422840643561,0.04030809,0.0006884368641326075
439,39228,-3.4336109001778876,0,nan,0.86,0.8034649999987125,0.2950051955377971,0.07955982,0.0007049202040070668
440,39378,-3.5082368731282583,0,nan,0.8333333333333334,0.8027149999987075,0.4603873757328106,0.05394492,0.000716041511138125
441,39528,-3.5703408443302203,0,nan,0.8733333333333333,0.8019649999987026,0.3192504810526636,0.059776776,0.0007316649259882979
442,39678,-3.9582924780536755,0,nan,0.8733333333333333,0.8012149999986977,0.2869430947324929,0.059370633,0.0007044014837204789
443,39828,-3.5518241656940512,0,nan,0.9,0.8004649999986928,0.38584165808983706,0.053655613,0.0007582941583435362
444,39926,-1.4875632533644918,0,nan,0.8877551020408163,0.7999749999986896,0.5661914176301613,0.04351169,0.000721808789477313
445,40076,-3.746975500268492,0,nan,0.8866666666666667,0.7992249999986847,0.48804385915583137,0.056199614,0.0007509351816649239
446,40077,-0.048028470459776956,0,nan,1.0,0.7992149999986846,0.2640182514039113,0.6086906,0.0007411658007185906
447,40134,-0.7015844806518655,0,nan,0.8947368421052632,0.7989299999986827,0.46807121314390515,0.03616995,0.0007777532806166595
448,40284,-3.5387807154083974,0,nan,0.8866666666666667,0.7981799999986778,0.5565535842592391,0.05292689,0.000727681962113517
449,40434,-3.768153644302158,0,nan,0.8466666666666667,0.7974299999986729,0.7371975718846921,0.058748905,0.0007131868398088651
450,40460,0.2769042718254454,0,0.55,0.8846153846153846,0.7972999999986721,0.45182583404838295,0.04263347,0.0007869914636383048
451,40610,-3.7501560083044585,0,nan,0.8266666666666667,0.7965499999986672,0.3994470692730957,0.053558167,0.0007765940721340788
452,40760,-4.220437416992116,0,nan,0.92,0.7957999999986622,0.734329133597249,0.05766388,0.0007219369607628323
453,40761,-0.039486727666653454,0,nan,2.0,0.7957899999986622,0.4012239938971475,0.5601748,0.0008131582872010767
454,40800,-0.1902046668381301,0,nan,0.9487179487179487,0.7955949999986609,0.3884606771266783,0.035578404,0.0006905143829778983
455,40898,-1.9318484098231075,0,nan,0.8673469387755102,0.7951049999986577,0.6959178626427955,0.035045158,0.0007121265261215443
456,41048,-3.5943945849791916,0,nan,0.8333333333333334,0.7943549999986528,0.685351271912331,0.07033482,0.000718541909106231
457,41198,-3.5904537778914265,0,nan,0.8666666666666667,0.7936049999986479,0.3803810658024867,0.053775884,0.0007606955186929554
458,41348,-4.498249329736872,0,nan,0.84,0.792854999998643,0.2251644717013154,0.06703291,0.0008214915478796077
459,41498,-3.5093177091306056,0,nan,0.86,0.792104999998638,0.7188856447631865,0.04758656,0.0007811666558457849
460,41520,0.3945821858392504,0,nan,0.8636363636363636,0.7919949999986373,0.13709442635336452,0.03093532,0.0007277747737878764
461,41670,-3.781345460602157,0,nan,0.8333333333333334,0.7912449999986324,0.6468215107428152,0.07512485,0.0007318584692742055
462,41670,0,0,nan,1.0,0.7912399999986324,0.40482902733036463,0.0,0.0
463,41697,0.24362766514025258,0,nan,0.8148148148148148,0.7911049999986315,0.3748803804794022,0.038104028,0.0007882844236317194
464,41734,-0.04117926017245688,0,nan,0.8108108108108109,0.7909199999986303,0.5363812957943274,0.035990387,0.0007877190116748868
465,41765,0.13938450821273918,0,nan,0.8064516129032258,0.7907649999986293,0.5143232589147897,0.033167765,0.0007595426230240733
466,41807,-0.12230958575343742,0,nan,0.9047619047619048,0.7905549999986279,0.6055076152475323,0.04689295,0.0007333516637334556
467,41836,0.16337609219040428,0,nan,0.896551724137931,0.7904099999986269,0.466342973951286,0.033544187,0.0007306459768281864
468,41864,0.21499926167466155,0,nan,0.8928571428571429,0.790269999998626,0.4174873313309561,0.035678573,0.0007673221246347696
469,42014,-4.519772492199964,0,nan,0.8933333333333333,0.7895199999986211,0.6796714268445853,0.06023023,0.0007503295540421581
470,42164,-3.785418829583274,0,nan,0.8466666666666667,0.7887699999986162,0.7196194735246739,0.057331238,0.0007534282854370152
471,42314,-3.730618060590971,0,nan,0.8666666666666667,0.7880199999986113,0.42214049502214307,0.059061736,0.0007461830664154453
472,42315,-0.043824052330127275,0,nan,1.0,0.7880099999986112,0.3156759480356943,0.63902056,0.0009062580938916653
473,42465,-3.410247416691237,0,nan,0.84,0.7872599999986063,0.2860202658934497,0.05391468,0.0008763149632917096
474,42615,-3.7495820758347174,0,nan,0.7933333333333333,0.7865099999986014,0.49795118682584,0.057691555,0.0007555350666128409
475,42662,-0.34618374397892937,0,nan,0.8297872340425532,0.7862749999985998,0.20881785633137315,0.03657745,0.0007586195146011069
476,42812,-3.9591431172625824,0,nan,0.8466666666666667,0.7855249999985949,0.6009726646460115,0.05873798,0.000743738072924316
477,42815,-0.118874440680954,0,nan,1.0,0.7855049999985948,0.5177207490105384,0.37335014,0.0008340121130459011
478,42965,-3.4517186763502874,0,nan,0.8266666666666667,0.7847549999985899,0.4288330697141053,0.052589513,0.000768490380141884
479,43115,-3.5758893139404373,0,nan,0.86,0.784004999998585,0.458381965738254,0.05743045,0.0007258648204151541
480,43142,0.21457268776483507,0,0.33,0.8518518518518519,0.7838699999985841,0.3173255721050104,0.031326942,0.0006949189059755385
481,43292,-3.3549805489780673,0,nan,0.8733333333333333,0.7831199999985792,0.5158226326157009,0.05816764,0.0007385551079642028
482,43442,-3.827562254892914,0,nan,0.8733333333333333,0.7823699999985743,0.3428979687802673,0.124047816,0.0008009601011872291
483,43444,-0.09955713218385788,0,nan,1.0,0.7823549999985742,0.5283576110914483,0.43331903,0.0006039461295586079
484,43594,-3.6274643676468425,0,nan,0.8666666666666667,0.7816049999985692,0.23768000637903414,0.050354972,0.0008180785451744062
485,43744,-3.688448339021398,0,nan,0.84,0.7808549999985643,0.3167521621743181,0.05159405,0.0008080163461272605
486,43894,-3.9447619515801544,0,nan,0.8133333333333334,0.7801049999985594,0.49975640102853297,0.051443655,0.0008118555478480023
487,43894,0,0,nan,1.0,0.7800999999985594,0.33176324484606357,0.0,0.0
488,44044,-3.47572345639296,0,nan,0.8533333333333334,0.7793499999985545,0.2449308984319868,0.05824276,0.0007669105460324015
489,44068,0.3186525087639258,0,nan,0.7916666666666666,0.7792299999985537,0.2539400940639557,0.03265852,0.0007600777153129457
490,44218,-3.649036945265583,0,nan,0.8333333333333334,0.7784799999985488,0.4356971706857961,0.10127673,0.0007630397138806681
491,44259,-0.25888649800936603,0,nan,0.8780487804878049,0.7782749999985474,0.5347403664721029,0.03985126,0.0007601527617136925
492,44409,-3.327822589038586,0,nan,0.86,0.7775249999985425,0.7178409983090422,0.05813221,0.0007581656802600871
493,44409,0,0,nan,1.0,0.7775199999985425,0.2904639679449939,0.0,0.0
494,44559,-3.361973170987172,0,nan,0.8733333333333333,0.7767699999985376,0.6657120482559137,0.053074695,0.0007557008412550204
495,44560,-0.050496741539317144,0,nan,2.0,0.7767599999985375,0.33124137186686575,0.44907638,0.0007698512054048479
496,44710,-3.5477498890760835,0,nan,0.82,0.7760099999985326,0.3065831303065109,0.055962596,0.000760745293518994
497,44860,-3.75410762258879,0,nan,0.7733333333333333,0.7752599999985277,0.5810403464638182,0.06357532,0.0007534232895704917
498,44860,0,0,nan,1.0,0.7752549999985276,0.2835918347462192,0.0,0.0
499,45010,-3.3746621334845233,0,nan,0.82,0.7745049999985227,0.3325535602682234,0.055053946,0.0007535540815054749
500,45160,-3.4075688949642617,0,nan,0.84,0.7737549999985178,0.2929134435262378,0.050363287,0.0007540982732704531
501,45184,0.25466785935256187,0,nan,0.8333333333333334,0.773634999998517,0.09810692479715681,0.027987437,0.0007561027456783146
502,45253,-0.8618042715481972,0,nan,0.8405797101449275,0.7732899999985148,0.2959843723082393,0.049715843,0.0007427748977257263
503,45254,-0.04623621861272935,0,nan,1.0,0.7732799999985147,0.3185159562754009,0.7128578,0.0007722869631834328
504,45282,0.1935093115213532,0,nan,0.9285714285714286,0.7731399999985138,0.36333902870816714,0.0339745,0.0007594846595436268
505,45432,-4.404046557188099,0,nan,0.84,0.7723899999985089,0.19094051707220988,0.07281297,0.0007813206301458801
506,45582,-3.79313403954019,0,nan,0.8866666666666667,0.771639999998504,0.277738410169666,0.09134183,0.000809827151921733
507,45732,-3.575186007236563,0,nan,0.82,0.770889999998499,0.28204457645448844,0.053209227,0.0008391697130476435
508,45771,-0.10690817676830244,0,nan,0.9230769230769231,0.7706949999984978,0.5464906519751587,0.050998304,0.0008557594578283337
509,45811,-0.13575482304458686,0,nan,0.825,0.7704949999984965,0.4486161195066564,0.045224406,0.0009355898502690252
510,45869,-0.6964553167418921,0,0.49,0.9137931034482759,0.7702049999984946,0.4592450382289299,0.04121134,0.0008722891655232725
511,46019,-3.3985376436129084,0,nan,0.8666666666666667,0.7694549999984897,0.6202277885649445,0.05093344,0.0007629631039647696
512,46169,-3.6519783953439973,0,nan,0.8666666666666667,0.7687049999984847,0.482234725172079,0.05391004,0.0007890741194326741
513,46232,-0.7725764704085842,0,nan,0.8888888888888888,0.7683899999984827,0.2500355825496882,0.03552525,0.0007585528990834034
514,46279,-0.3651222350707173,0,nan,0.8936170212765957,0.7681549999984811,0.4519206931647899,0.05135381,0.0008028618925736543
515,46280,-0.03686084732224716,0,nan,2.0,0.7681449999984811,0.3364580596220586,0.68399674,0.0008414531766902655
516,46430,-3.6533863695040707,0,nan,0.86,0.7673949999984762,0.4482297130190614,0.05219958,0.0007821512792725116
517,46580,-3.703179443091489,0,nan,0.76,0.7666449999984712,0.35209103834657846,0.1043216,0.0007724835652819213
518,46610,0.11147091064601344,0,nan,0.8333333333333334,0.7664949999984703,0.42380410112553923,0.03398031,0.0007905185212924456
519,46611,-0.048097540575525906,0,nan,1.0,0.7664849999984702,0.17163817767814302,0.56939167,0.0007243915752042085
520,46761,-3.7047918194817737,0,nan,0.86,0.7657349999984653,0.2186277816314099,0.052935455,0.0008099704165942967
521,46789,0.20071612416342444,0,nan,0.8214285714285714,0.7655949999984644,0.4893431104166689,0.030841256,0.000768543554711089
522,46939,-3.668917656130028,0,nan,0.86,0.7648449999984595,0.6672138608297229,0.05148662,0.0007835445704404265
523,46983,-0.16498480079543942,0,nan,0.9090909090909091,0.764624999998458,0.5189298152086453,0.05068593,0.0007837344541754151
524,47133,-3.3610140325657394,0,nan,0.8533333333333334,0.7638749999984531,0.37725039700988267,0.05620236,0.0007983461725719584
525,47283,-3.3333671654070933,0,nan,0.86,0.7631249999984482,0.6613912590475222,0.05857205,0.0007803731975339664
526,47319,-0.047965407948380556,0,nan,0.8611111111111112,0.762944999998447,0.5648901146823618,0.032113396,0.0007996189540588401
527,47469,-3.8715418908630626,0,nan,0.8533333333333334,0.7621949999984421,0.5454326469535095,0.056538247,0.0007847885569208301
528,47511,-0.12266945530126994,0,nan,0.9047619047619048,0.7619849999984407,0.5127161752824567,0.03926347,0.0007567573806487157
529,47511,0,0,nan,1.0,0.7619799999984407,0.3574584946790469,0.0,0.0
530,47661,-3.4619486173011804,0,nan,0.8533333333333334,0.7612299999984358,0.6581895296253402,0.058885798,0.000752260177784289
531,47811,-3.6438759689883784,0,nan,0.8066666666666666,0.7604799999984309,0.6649259575308863,0.057459947,0.0007964783650822937
532,47961,-4.547881552509477,0,nan,0.8466666666666667,0.7597299999984259,0.23537349199159507,0.056444474,0.0007848898209825469
533,48111,-3.490619243848039,0,nan,0.8933333333333333,0.758979999998421,0.6258843805211264,0.05599818,0.0007818889789632522
534,48144,0.15522515578902563,0,nan,0.8181818181818182,0.75881499999842,0.6094020023199183,0.04017727,0.0007495470781577751
535,48173,0.1252526497943951,0,nan,0.8275862068965517,0.758669999998419,0.43930719431764226,0.036098566,0.0007709524933457503
536,48203,0.10289612174342355,0,nan,0.9333333333333333,0.758519999998418,0.6138089851282958,0.039783202,0.0007995535503141582
537,48353,-3.3867097116275002,0,nan,0.8333333333333334,0.7577699999984131,0.439602574038148,0.05674181,0.0007532464045410355
538,48378,0.254931978884103,0,nan,0.88,0.7576449999984123,0.23497352459313442,0.031199398,0.0007551217294530943
539,48528,-4.027094588399645,0,nan,0.8533333333333334,0.7568949999984074,0.5897190095678262,0.05797127,0.0007627165935506733
540,48549,0.40423703420895485,0,0.45,0.9523809523809523,0.7567899999984067,0.14926459893313418,0.025762944,0.0007331450663817426
541,48699,-3.594033044111874,0,nan,0.8666666666666667,0.7560399999984018,0.5692152373698691,0.05666533,0.0007657620094444913
542,48849,-3.7402344668170704,0,nan,0.8133333333333334,0.7552899999983969,0.40769322918706447,0.08265051,0.0007649693461523081
543,48873,0.31215842570096697,0,nan,0.8333333333333334,0.7551699999983961,0.1471864038224315,0.027530463,0.0007420952812632701
544,48912,-0.11905912304902033,0,nan,0.8461538461538461,0.7549749999983948,0.5579915024754406,0.03356207,0.0007469771371688694
545,49062,-3.8797875969750257,0,nan,0.8466666666666667,0.7542249999983899,0.26300388365329297,0.052182797,0.0007700526619252438
546,49212,-3.619273339464387,0,nan,0.7866666666666666,0.753474999998385,0.5052705415453448,0.05413321,0.0007678997021866962
547,49275,-0.6467364926966789,0,nan,0.7777777777777778,0.7531599999983829,0.6260352904799285,0.060944468,0.0007503503083070326
548,49425,-3.319744224850334,0,nan,0.8266666666666667,0.752409999998378,0.3488261940355018,0.05674168,0.0007791011524386704
549,49575,-3.7642568747848313,0,nan,0.8733333333333333,0.7516599999983731,0.344404074320034,0.07745619,0.0007695143081946299
550,49725,-3.5451273927519806,0,nan,0.8533333333333334,0.7509099999983682,0.576897527089491,0.057084266,0.0007561198212594415
551,49875,-3.7920353799003785,0,nan,0.86,0.7501599999983632,0.4933910069502475,0.11442087,0.0007647102717116165
552,50025,-4.030273398537906,0,nan,0.8466666666666667,0.7494099999983583,0.5136192397402676,0.051828638,0.0007527688691819398
553,50082,-0.6407024208230796,0,nan,0.8070175438596491,0.7491249999983565,0.3301753426994102,0.03499801,0.0008199121356275946
554,50121,-0.023472427033421672,0,nan,0.8974358974358975,0.7489299999983552,0.6732393781539515,0.04584485,0.0007837942028298783
555,50121,0,0,nan,1.0,0.7489249999983552,0.35710471819933587,0.0,0.0
556,50271,-3.610177263220002,0,nan,0.8066666666666666,0.7481749999983502,0.6255820463626749,0.05302508,0.0007712496103097996
557,50311,-0.1446610273052118,0,nan,0.875,0.7479749999983489,0.5102817625773558,0.037543233,0.0007533134259574581
558,50461,-3.717626209541466,0,nan,0.8733333333333333,0.747224999998344,0.3073997792992803,0.05638752,0.0007538202393334359
559,50611,-3.6399986705778695,0,nan,0.82,0.7464749999983391,0.35999393342382513,0.05774856,0.0007482425074946756
560,50761,-3.852047616853194,0,nan,0.78,0.7457249999983342,0.7097246754154346,0.053939406,0.0007842654005313913
561,50761,0,0,nan,1.0,0.7457199999983342,0.47343577418429234,0.0,0.0
562,50786,0.27648445808972233,0,nan,0.96,0.7455949999983333,0.35940367230114006,0.036057416,0.0008363988681230694
563,50923,-2.7429074019699327,0,nan,0.8394160583941606,0.7449099999983289,0.656663012457204,0.04880629,0.0007424276713222387
564,51073,-3.9815924103179814,0,nan,0.82,0.7441599999983239,0.283264087478624,0.05093328,0.0007561101247362482
565,51223,-3.9500001439853096,0,nan,0.8333333333333334,0.743409999998319,0.29853886426484405,0.08738619,0.0007864803278547091
566,51373,-3.667317929029631,0,nan,0.8133333333333334,0.7426599999983141,0.5517718161745584,0.05704715,0.0007383906661804455
567,51523,-3.6867276012321137,0,nan,0.8266666666666667,0.7419099999983092,0.56545091787058,0.054585762,0.0007427282706097079
568,51673,-3.420642352141958,0,nan,0.84,0.7411599999983043,0.42465034760269116,0.05333986,0.000745632177082977
569,51701,0.18842939399798353,0,nan,0.7857142857142857,0.7410199999983034,0.5309303125433288,0.04459784,0.000737626948518612
570,51851,-3.6463862729260885,0,0.47,0.8066666666666666,0.7402699999982985,0.43212716585147126,0.056045264,0.0007602122113651907
571,51908,-0.3837210659226611,0,nan,0.9122807017543859,0.7399849999982966,0.33067940421783804,0.043580804,0.0007061587992275395
572,52058,-3.9253487231612376,0,nan,0.8133333333333334,0.7392349999982917,0.6417524804088345,0.05185217,0.0007426635948165009
573,52121,-0.9109112025099863,0,nan,0.8571428571428571,0.7389199999982896,0.5303829282588891,0.04055914,0.0007317522233481415
574,52211,-1.3151764534943222,0,nan,0.8,0.7384699999982867,0.17102017993783192,0.045650896,0.0008032977210758771
575,52361,-3.781919235440124,0,nan,0.8066666666666666,0.7377199999982818,0.2903156442090743,0.05761052,0.0007675623915080602
576,52361,0,0,nan,1.0,0.7377149999982817,0.42454157806196946,0.0,0.0
577,52405,-0.29289611791104353,0,nan,0.75,0.7374949999982803,0.6631985483241447,0.040706877,0.0007837818156986032
578,52435,0.18136598389850855,0,nan,0.7666666666666667,0.7373449999982793,0.5787656783833147,0.039037976,0.0007883492284842457
579,52585,-3.5561268517872078,0,nan,0.8466666666666667,0.7365949999982744,0.6876059893766086,0.06459669,0.0007445710976996149
580,52735,-3.174441928469754,0,nan,0.8133333333333334,0.7358449999982695,0.4834151707254178,0.052096166,0.0007380110784045731
581,52885,-3.5322486171751053,0,nan,0.8066666666666666,0.7350949999982646,0.20977331603243668,0.052299783,0.0007273487985366956
582,52885,0,0,nan,1.0,0.7350899999982645,0.24489802539079775,0.0,0.0
583,52937,-0.4438744873965683,0,nan,0.8846153846153846,0.7348299999982628,0.6951652029965752,0.04930949,0.0007320894977825587
584,53087,-3.3906012621993513,0,nan,0.8266666666666667,0.7340799999982579,0.6802474683917532,0.05016726,0.0007275242762019236
585,53177,-1.5725246388072396,0,nan,0.8444444444444444,0.733629999998255,0.45823406689822793,0.03815674,0.0007479937818263554
586,53178,-0.03700328073350513,0,nan,2.0,0.7336199999982549,0.3937841102247695,0.6316436,0.0007628510356880724
587,53328,-3.3941126889695177,0,nan,0.8266666666666667,0.73286999999825,0.4704777494332454,0.052563086,0.0007856467594198572
588,53441,-2.0986983472616503,0,nan,0.8141592920353983,0.7323049999982463,0.6168224086413978,0.055001978,0.0007558566072813557
589,53591,-3.37649510790384,0,nan,0.84,0.7315549999982414,0.42400177425962987,0.05779417,0.0007644436938183693
590,53617,0.17750875954851408,0,nan,0.8461538461538461,0.7314249999982405,0.2534464806545128,0.024320755,0.0007225651005193448
591,53767,-3.4217117064949187,0,nan,0.7866666666666666,0.7306749999982356,0.2623468878426308,0.053600077,0.0007267667365764888
592,53917,-3.6306174202099935,0,nan,0.8066666666666666,0.7299249999982307,0.5109851954285162,0.05716296,0.000734879879358535
593,54067,-4.019312602371665,0,nan,0.7666666666666667,0.7291749999982258,0.6044886322797899,0.054920968,0.0007829223877827947
594,54217,-3.626973507850712,0,nan,0.8,0.7284249999982209,0.5933377929662897,0.050571214,0.0007159628765657544
595,54367,-3.634550762695743,0,nan,0.8,0.7276749999982159,0.45714321412189873,0.055293694,0.0007265518429145838
596,54413,-0.3308374516700219,0,nan,0.782608695652174,0.7274449999982144,0.5625011041010802,0.04859706,0.0007302715144444095
597,54451,-0.10739999255662569,0,nan,0.868421052631579,0.7272549999982132,0.5006163799626636,0.046564125,0.0007734402239102086
598,54601,-3.3970465767771114,0,nan,0.84,0.7265049999982083,0.5085440839355033,0.05798661,0.0007414180100507414
599,54751,-3.432123455316334,0,nan,0.7666666666666667,0.7257549999982034,0.4578946426511152,0.054390006,0.0007557423625257798
600,54901,-3.9790256123507057,0,0.64,0.8266666666666667,0.7250049999981985,0.32981284605429323,0.05487765,0.0007619146734941751
601,54902,-0.050497282915038286,0,nan,2.0,0.7249949999981984,0.3391549567189363,0.50361365,0.000605247711064294
602,54929,0.2363677163200999,0,nan,0.9259259259259259,0.7248599999981975,0.24759108900856988,0.034533627,0.0006934670824126375
603,55079,-3.293949183757635,0,nan,0.7933333333333333,0.7241099999981926,0.6384807416340459,0.056308754,0.0007305393437854945
604,55124,-0.1121850735760308,0,nan,0.8,0.7238849999981911,0.5593685220607673,0.052286558,0.0007434635523370363
605,55152,0.27664244037802943,0,nan,0.8571428571428571,0.7237449999981902,0.49701716742661933,0.031078013,0.0007762801157826159
606,55153,-0.036142119001084744,0,nan,2.0,0.7237349999981901,0.4437423383475906,0.40505993,0.000621929852059111
607,55198,-0.3305670356268193,0,nan,0.8444444444444444,0.7235099999981887,0.6514666399005078,0.04031093,0.0007373076397925616
608,55267,-0.9585106394051187,0,nan,0.7536231884057971,0.7231649999981864,0.3697754014884801,0.047472544,0.0007404797783026985
609,55326,-0.6050365384834554,0,nan,0.7627118644067796,0.7228699999981845,0.17792915262628126,0.041167125,0.0007521532783265052
610,55476,-3.5399542820376313,0,nan,0.7733333333333333,0.7221199999981796,0.2988635882936836,0.06948504,0.0007297481037676335
611,55504,0.15736547319400296,0,nan,0.7857142857142857,0.7219799999981786,0.35541374628695216,0.048270214,0.0007120756376285239
612,55654,-3.809410289990996,0,nan,0.84,0.7212299999981737,0.3633445034133703,0.083382055,0.0007880864857967633
613,55655,-0.04785747978737254,0,nan,1.0,0.7212199999981737,0.19903493913018774,0.6823934,0.000929027795791626
614,55741,-1.2318908858465818,0,nan,0.8488372093023255,0.7207899999981708,0.6986300740572954,0.051215548,0.0007759190944895192
615,55891,-3.5782281931529147,0,nan,0.78,0.7200399999981659,0.33919092560296077,0.079665914,0.0007713341651833616
616,55925,0.04936303408455489,0,nan,0.8823529411764706,0.7198699999981648,0.49109619721174425,0.044065397,0.00077584738670232
617,56075,-4.470590561359469,0,nan,0.8266666666666667,0.7191199999981599,0.42709199940425313,0.073371336,0.0007969895537826233
618,56113,-0.07634844114969563,0,nan,0.7368421052631579,0.7189299999981587,0.6607330373974329,0.034143165,0.0007535218342366678
619,56263,-3.5921869546182523,0,nan,0.8,0.7181799999981537,0.491715242490759,0.057832967,0.0007599324028706178
620,56413,-4.5890686130892036,0,nan,0.8466666666666667,0.7174299999981488,0.18647754771102565,0.0628599,0.0007467142226717746
621,56413,0,0,nan,1.0,0.7174249999981488,0.30651398323893403,0.0,0.0
622,56563,-3.676519219180134,0,nan,0.7466666666666667,0.7166749999981439,0.6923263905496511,0.061556242,0.0007309613755205646
623,56563,0,0,nan,1.0,0.7166699999981438,0.37454663330260446,0.0,0.0
624,56644,-1.2528467578286677,0,nan,0.8148148148148148,0.7162649999981412,0.41847224241239295,0.03348549,0.0007176125313609516
625,56794,-3.849267447862606,0,nan,0.7333333333333333,0.7155149999981363,0.30827009981264025,0.055799626,0.0007653981610201299
626,56944,-3.586182742179024,0,nan,0.82,0.7147649999981314,0.6303181926475786,0.05642905,0.0007867568969959393
627,57024,-1.063155039123811,0,nan,0.8625,0.7143649999981287,0.5657168013223665,0.048167534,0.0007646860596651095
628,57174,-3.639362311620576,0,nan,0.8,0.7136149999981238,0.6199726199937463,0.05403059,0.0007475268369307741
629,57310,-2.257902020229586,0,nan,0.8161764705882353,0.7129349999981194,0.17235547389693937,0.047816716,0.0007218209201014628
630,57460,-3.838086175077968,0,0.59,0.8066666666666666,0.7121849999981145,0.3979689656451928,0.07500109,0.0007495095627382398
631,57485,0.24140602788177368,0,nan,0.88,0.7120599999981136,0.24096248935802353,0.02317966,0.0007176371209789067
632,57635,-3.614275479111906,0,nan,0.8133333333333334,0.7113099999981087,0.495076436488782,0.059497744,0.0007492142679984681
633,57635,0,0,nan,1.0,0.7113049999981087,0.3158118976663494,0.0,0.0
634,57635,0,0,nan,1.0,0.7112999999981087,0.2748038953807083,0.0,0.0
635,57785,-3.746045765114958,0,nan,0.7466666666666667,0.7105499999981038,0.38407366473332094,0.059365094,0.00071804307847439
636,57821,-0.047210407937872345,0,nan,0.75,0.7103699999981026,0.48204927893797994,0.039538007,0.0007717495548907513
637,57971,-3.5185918073253033,0,nan,0.84,0.7096199999980977,0.3530682437432173,0.054217003,0.0007453644986768874
638,58121,-3.347662295283658,0,nan,0.78,0.7088699999980927,0.15691584187931668,0.060850587,0.000797330095859555
639,58148,0.24065436317799993,0,nan,0.9259259259259259,0.7087349999980919,0.25850594795952375,0.028504778,0.000720275279255239
640,58298,-3.772454411525579,0,nan,0.86,0.707984999998087,0.47503338587115485,0.059867717,0.0007411987603215191
641,58448,-4.282128986244326,0,nan,0.8,0.707234999998082,0.34682226093955426,0.07654309,0.0007920576598068389
642,58598,-3.7650762659053854,0,nan,0.84,0.7064849999980771,0.4569234472783095,0.09948103,0.0007801752175631312
643,58748,-3.709438491533216,0,nan,0.82,0.7057349999980722,0.36347039290567185,0.05358973,0.0008043791065574623
644,58813,-0.7743653972069936,0,nan,0.8769230769230769,0.7054099999980701,0.29501749298143487,0.052310858,0.000758285972271831
645,58963,-3.635543130035347,0,nan,0.8,0.7046599999980652,0.6513680455835094,0.05453827,0.0007693306601140648
646,59113,-3.944559944211224,0,nan,0.8333333333333334,0.7039099999980603,0.4175451727530952,0.05521438,0.0007872721112410848
647,59263,-3.330288575917593,0,nan,0.8133333333333334,0.7031599999980553,0.3987729655776525,0.05725686,0.0007591131703035595
648,59300,0.04869730595116628,0,nan,0.7837837837837838,0.7029749999980541,0.5691040664207304,0.036539823,0.0007672688134826367
649,59300,0,0,nan,1.0,0.7029699999980541,0.27535296396678355,0.0,0.0
