episode,frames,train_return,train_success,test_success_rate,ratio,epsilon,init_dist,avg_swing,pred_loss
36,2632,-0.05049625622661545,0,nan,2.0,0.9867999999999135,0.5008789555652251,0.44462657,0.000987208157312125
37,2782,-3.6758340282196915,0,nan,0.98,0.9860499999999086,0.5650658098301401,0.05021272,0.0006953994384578739
38,2783,-0.050487878347366254,0,nan,2.0,0.9860399999999085,0.27136765876772734,0.6704626,0.0006684891413897276
39,2783,0,0,nan,1.0,0.9860349999999085,0.46333710479005524,0.0,0.0
40,2855,-0.8693680320750637,0,nan,1.0,0.9856749999999062,0.7344403893635754,0.05330219,0.0006738158847130964
41,2881,0.25877809427426457,0,nan,1.0,0.9855449999999053,0.32125530154096954,0.028561328,0.0006162995962837997
42,2882,-0.050495738456364195,0,nan,2.0,0.9855349999999052,0.3539901700196815,0.49819976,0.000803898205049336
43,2882,0,0,nan,1.0,0.9855299999999052,0.27394350295501585,0.0,0.0
44,3032,-3.697873149562643,0,nan,0.9866666666666667,0.9847799999999003,0.504279395606172,0.05380921,0.0006005801592255011
45,3062,0.0655274032338854,0,nan,0.9666666666666667,0.9846299999998993,0.3963073424669056,0.03918181,0.0005910118959339646
46,3212,-3.678121626188188,0,nan,0.9866666666666667,0.9838799999998944,0.5170637802169185,0.053835273,0.0006798107781408665
47,3235,0.3526075848070761,0,nan,0.9130434782608695,0.9837649999998936,0.20958513574858165,0.026978057,0.0007075638808917416
48,3259,0.322232042060442,0,nan,1.0,0.9836449999998929,0.22393400456317059,0.031041732,0.0006811056797838925
49,3317,-0.7909992839609788,0,nan,0.9655172413793104,0.983354999999891,0.36721287020437565,0.039857432,0.0006738499683580875
50,3317,0,0,nan,1.0,0.9833499999998909,0.2174900392117767,0.0,0.0
51,3317,0,0,nan,1.0,0.9833449999998909,0.4321500038136335,0.0,0.0
52,3467,-3.370597727610116,0,nan,0.9733333333333334,0.982594999999886,0.6991081695300153,0.062341448,0.0006816610821988434
53,3617,-3.2345351916634435,0,nan,0.9933333333333333,0.9818449999998811,0.4677530957399641,0.062465288,0.0006572452874388546
54,3642,0.3087730094947819,0,nan,1.0,0.9817199999998802,0.28324336806499695,0.031112848,0.0006801319512305781
55,3675,0.014056686698086907,0,nan,0.9696969696969697,0.9815549999998792,0.6012352554328235,0.042095363,0.0006623214219209992
56,3825,-3.3498631116335957,0,nan,0.9933333333333333,0.9808049999998742,0.37335772307745785,0.050931673,0.0006151992119460677
57,3975,-3.166046996568506,0,nan,0.9866666666666667,0.9800549999998693,0.3871049897876656,0.054065324,0.0005940757388210235
58,4125,-3.558030986614687,0,nan,0.9866666666666667,0.9793049999998644,0.597415628921055,0.05420358,0.0006048507991363295
59,4181,-0.6733994153375287,0,nan,0.9285714285714286,0.9790249999998626,0.2731082188899959,0.034785602,0.0005945521544552841
60,4182,-0.05049609101723812,0,0.13,2.0,0.9790149999998625,0.44256563956516826,0.4501045,0.0004990832967450842
61,4182,0,0,nan,1.0,0.9790099999998625,0.33684770427307387,0.0,0.0
62,4211,0.1828971785108774,0,nan,1.0,0.9788649999998615,0.6029345787475859,0.0413155,0.0006318795273947561
63,4236,0.29172536826961326,0,nan,1.0,0.9787399999998607,0.31060050360715,0.03560115,0.0006101577187655493
64,4386,-4.353689412729476,0,nan,0.98,0.9779899999998558,0.2928371844938784,0.068641774,0.0006527103566137763
65,4536,-3.2901902724252,0,nan,0.98,0.9772399999998509,0.5388375253274794,0.056822482,0.0006233883805301351
66,4537,-0.04685545669274928,0,nan,2.0,0.9772299999998508,0.43887002118535345,0.5625107,0.0006230201688595116
67,4687,-3.385117379515289,0,nan,0.9866666666666667,0.9764799999998459,0.5134719942935047,0.05620287,0.0006278841526363977
68,4837,-3.6150214320673917,0,nan,0.9866666666666667,0.975729999999841,0.3639563209258094,0.050986636,0.0006109803283470683
69,4867,0.12514837659293576,0,nan,1.0,0.97557999999984,0.47847102628817517,0.039661527,0.0005870932591885018
70,4894,0.2454082898613782,0,nan,1.0,0.9754449999998391,0.28640939383842395,0.03996541,0.0005997703631658589
71,5044,-3.376132017445601,0,nan,1.0,0.9746949999998342,0.6738443883793616,0.054150205,0.0006061494870421787
72,5194,-3.3909925342628187,0,nan,0.9933333333333333,0.9739449999998293,0.420199283704426,0.050390135,0.0006005818363822375
73,5344,-3.1718401450828893,0,nan,0.9866666666666667,0.9731949999998244,0.5771458421347089,0.054108422,0.0006193108100948545
74,5367,0.32267665922922384,0,nan,1.0,0.9730799999998236,0.11515968387890425,0.03138014,0.0005996837166806116
75,5517,-3.3562858523683157,0,nan,0.9866666666666667,0.9723299999998187,0.43503019081880434,0.051509198,0.0005951318243751303
76,5583,-0.9339609508436726,0,nan,0.9848484848484849,0.9719999999998166,0.35068916346103185,0.031692345,0.0006260826937222826
77,5682,-1.523665898571857,0,nan,0.9696969696969697,0.9715049999998133,0.674500793982016,0.046999853,0.0006158522828811347
78,5832,-3.6859922470882776,0,nan,0.9733333333333334,0.9707549999998084,0.550626402389418,0.05412046,0.0005905602301936597
79,5856,0.2746129302075152,0,nan,0.9583333333333334,0.9706349999998076,0.23252363384739586,0.025306443,0.000598812046519015
80,6006,-3.210092383939246,0,nan,0.98,0.9698849999998027,0.6209917699780462,0.05345944,0.0006039746034851608
81,6006,0,0,nan,1.0,0.9698799999998027,0.45509605395444963,0.0,0.0
82,6156,-3.882969189176454,0,nan,0.98,0.9691299999997978,0.6936339801399443,0.05550373,0.0006125634285854176
83,6226,-0.9096908380864344,0,nan,0.9714285714285714,0.9687799999997955,0.3645433046265737,0.05001952,0.0006764468080031552
84,6255,0.14746642837323765,0,nan,1.0,0.9686349999997945,0.34486046820830113,0.033544835,0.0006395017177243877
85,6405,-3.51338286378783,0,nan,0.9666666666666667,0.9678849999997896,0.6167556557733813,0.05306627,0.0006269022812678789
86,6555,-3.5303111596877113,0,nan,0.9733333333333334,0.9671349999997847,0.5245194833533959,0.049251862,0.0005947359408795213
87,6588,0.046963575671372104,0,nan,1.0,0.9669699999997836,0.3278288687487412,0.037987385,0.0006287695944069349
88,6628,-0.0688112338971425,0,nan,1.0,0.9667699999997823,0.44428329120424165,0.04381826,0.0005857941934664268
89,6651,0.3532243104248003,0,nan,0.9130434782608695,0.9666549999997816,0.213457943619447,0.021020722,0.0005730345058153667
90,6716,-0.8814828886990869,0,0.14,1.0,0.9663299999997794,0.4923464430096673,0.038023274,0.0005883839628390538
91,6866,-3.6241073217149826,0,nan,0.9866666666666667,0.9655799999997745,0.5541471458169278,0.053814527,0.0006014274887274951
92,7016,-3.190691068808832,0,nan,0.9733333333333334,0.9648299999997696,0.33018283677607785,0.05429484,0.0005994194582065878
93,7166,-3.3623171180482516,0,nan,0.9733333333333334,0.9640799999997647,0.5630609021236085,0.05195815,0.0005832509322984455
94,7316,-3.4153262335995422,0,nan,0.96,0.9633299999997598,0.5389535362291269,0.05556838,0.0005743882367581439
95,7466,-3.3224474458320183,0,nan,0.98,0.9625799999997549,0.2945736577992191,0.051819053,0.0006016720517072827
96,7616,-3.4276371051499703,0,nan,0.9733333333333334,0.9618299999997499,0.5932440177065241,0.054469943,0.0005820168943804067
97,7621,-0.14963158574115332,0,nan,1.2,0.9617999999997497,0.1919347040356255,0.2063553,0.0005762128421338275
98,7771,-3.440566248564122,0,nan,0.9733333333333334,0.9610499999997448,0.4076549409974067,0.050516296,0.0006258428212216435
99,7774,-0.12050798509218982,0,nan,1.3333333333333333,0.9610299999997447,0.41826785692180285,0.39134422,0.0005470988592909028
100,7804,0.17598234051740302,0,nan,0.9666666666666667,0.9608799999997437,0.3595306614499488,0.03754947,0.0006161400791218815
101,7954,-3.3760258436006256,0,nan,0.98,0.9601299999997388,0.2589440088254124,0.05423394,0.0006129053284530528
102,7955,-0.036220276302578375,0,nan,2.0,0.9601199999997387,0.46246428528097433,0.5431221,0.0007751980447210371
103,8105,-3.3216242670914204,0,nan,0.9666666666666667,0.9593699999997338,0.3359139250999162,0.05143455,0.0006340392426742861
104,8143,-0.10570496454696299,0,nan,0.9736842105263158,0.9591799999997326,0.4164219434553842,0.037149265,0.0005995109470524384
105,8293,-3.555817877783279,0,nan,0.96,0.9584299999997277,0.39775682051848443,0.05289029,0.000668773661503413
106,8294,-0.05049727111395025,0,nan,2.0,0.9584199999997276,0.31097118759964587,0.6704565,0.0006394444790203124
107,8444,-3.989579048440516,0,nan,0.9666666666666667,0.9576699999997227,0.17816018295401104,0.048888665,0.0005740850430447608
108,8444,0,0,nan,1.0,0.9576649999997227,0.5856347337415613,0.0,0.0
109,8472,0.16507094597876382,0,nan,1.0,0.9575249999997217,0.37607073983718464,0.04147458,0.0006050308350365542
110,8571,-1.898691496821224,0,nan,0.9393939393939394,0.9570299999997185,0.35202724497224513,0.034692504,0.0005787636416216353
111,8571,0,0,nan,1.0,0.9570249999997185,0.33784626579153204,0.0,0.0
112,8721,-3.6137893136567616,0,nan,0.96,0.9562749999997135,0.34692045656075826,0.05747626,0.0005902467749547214
113,8721,0,0,nan,1.0,0.9562699999997135,0.3299184214199854,0.0,0.0
114,8871,-3.5249261295045353,0,nan,0.9666666666666667,0.9555199999997086,0.41392733405429677,0.05575105,0.0005840918989269994
115,9021,-3.5529440468363216,0,nan,0.9533333333333334,0.9547699999997037,0.5189248332162137,0.05341294,0.000594026913944011
116,9171,-3.5502451313125514,0,nan,0.98,0.9540199999996988,0.523388894609258,0.0534916,0.0005749210631862903
117,9197,0.2251805241142274,0,nan,1.0,0.9538899999996979,0.2527893993570876,0.03846029,0.0006188871495676442
118,9347,-4.2120904811600095,0,nan,0.94,0.953139999999693,0.4842301065198464,0.05715325,0.0005713119398569689
119,9497,-3.745443634906146,0,nan,0.9866666666666667,0.9523899999996881,0.3515504654974871,0.05667521,0.0005681772995740175
120,9533,-0.02803815286522693,0,0.24,1.0,0.9522099999996869,0.4523357035000338,0.037535653,0.0005655828046858207
121,9683,-3.3569512506350017,0,nan,0.9666666666666667,0.951459999999682,0.5743679279569718,0.05433079,0.0005721887861727736
122,9721,-0.13156715144527942,0,nan,0.9736842105263158,0.9512699999996808,0.6432169406562828,0.05147759,0.0005578782193448493
123,9751,0.076678391234971,0,nan,0.9,0.9511199999996798,0.4963146143470434,0.034972478,0.0005350220662270051
124,9790,-0.11250774923005946,0,nan,1.0,0.9509249999996785,0.6202607733226874,0.032916736,0.0005714225378305388
125,9791,-0.04099911689335871,0,nan,2.0,0.9509149999996784,0.32037092328588407,0.5415643,0.00045292574213817716
126,9941,-3.8485438936471685,0,nan,0.9333333333333333,0.9501649999996735,0.4328405210329235,0.060180105,0.000708906676445622
127,10091,-3.9174095609246704,0,nan,0.9533333333333334,0.9494149999996686,0.5905812575113484,0.058555484,0.0006732276573893615
128,10092,-0.03684134326055964,0,nan,2.0,0.9494049999996685,0.2470725460135398,0.5483811,0.0004823229101020843
129,10119,0.19609242113732595,0,nan,1.0,0.9492699999996677,0.15628991846341994,0.025021443,0.0007364926784282068
130,10269,-3.5880033208205764,0,nan,0.96,0.9485199999996627,0.6541391357728547,0.051997174,0.0006883650267263874
131,10304,-0.08327356061010205,0,nan,0.9428571428571428,0.9483449999996616,0.6283723449028341,0.04249238,0.0006384732363845355
132,10454,-3.78803038664294,0,nan,0.94,0.9475949999996567,0.6959858144448534,0.062247027,0.0006460124661680311
133,10604,-3.2724050910294156,0,nan,0.96,0.9468449999996518,0.37698351308815087,0.052909218,0.0006427393357929153
134,10754,-3.6868476426841146,0,nan,0.96,0.9460949999996469,0.6203121473732522,0.056544196,0.0006034882706201946
135,10866,-1.9348247546758799,0,nan,0.9821428571428571,0.9455349999996432,0.5868734839951619,0.04317909,0.0006165974397975203
136,10929,-0.6379746689219611,0,nan,0.9523809523809523,0.9452199999996411,0.22117825009564174,0.044023108,0.0005977008926464127
137,10930,-0.05047777516182206,0,nan,2.0,0.9452099999996411,0.5000643740930829,0.6165611,0.0005599831347353756
138,10932,-0.06563901003908187,0,nan,1.5,0.945194999999641,0.45951539682076376,0.4192763,0.002442904093186371
139,11082,-3.322803461376831,0,nan,0.9266666666666666,0.944444999999636,0.31005483090468205,0.055590447,0.0007455622864654288
140,11232,-3.5174485505188113,0,nan,0.9733333333333334,0.9436949999996311,0.4731466451536122,0.054124266,0.0006561167705028008
141,11365,-1.9809337765292632,0,nan,0.9473684210526315,0.9430299999996268,0.6394277339410498,0.050431598,0.0006291621027223737
142,11515,-3.3338524343058555,0,nan,0.96,0.9422799999996219,0.26843802266451944,0.056052215,0.0006011137611737164
143,11665,-3.3184350594976073,0,nan,0.9666666666666667,0.941529999999617,0.4306847983131532,0.05267628,0.0005902909754270998
144,11815,-3.9192130366409983,0,nan,0.96,0.940779999999612,0.3137502725938095,0.08163414,0.0006533844725345262
145,11937,-2.329251249986875,0,nan,0.9672131147540983,0.940169999999608,0.44979331245864657,0.046995275,0.0006340162724315677
146,12087,-3.7692284714567754,0,nan,0.9333333333333333,0.9394199999996031,0.4552124507602116,0.04999597,0.000620730005709144
147,12237,-3.5211013677169456,0,nan,0.9666666666666667,0.9386699999995982,0.27788337601528423,0.05356599,0.0006183301293640397
148,12387,-3.223859693275813,0,nan,0.98,0.9379199999995933,0.5559956250177494,0.05880858,0.0006004132313925462
149,12388,-0.050497415677476044,0,nan,2.0,0.9379099999995932,0.2794027390404563,0.7021918,0.0007466926472261548
150,12538,-3.513875866102149,0,0.25,0.94,0.9371599999995883,0.21698324417496745,0.052783955,0.0007411633209752229
151,12688,-4.020887240784168,0,nan,0.9466666666666667,0.9364099999995834,0.27908584598001,0.10059936,0.0006993428669132603
152,12688,0,0,nan,1.0,0.9364049999995834,0.2856098606381791,0.0,0.0
153,12689,-0.050497305042091746,0,nan,2.0,0.9363949999995833,0.321427009393439,0.41208875,0.0007290106732398272
154,12839,-3.245506988831914,0,nan,0.94,0.9356449999995784,0.5921405633159276,0.054865178,0.0007510134760135164
155,12989,-3.318133166808293,0,nan,0.96,0.9348949999995735,0.6679217828181663,0.05133594,0.0006502622478486349
156,13139,-3.60218905404203,0,nan,0.9133333333333333,0.9341449999995686,0.4012238546138898,0.054601897,0.0006295455174404196
157,13177,-0.021793440267423914,0,nan,0.9736842105263158,0.9339549999995673,0.475052241207596,0.040864717,0.0006023854623076898
158,13327,-3.41508860979381,0,nan,0.94,0.9332049999995624,0.5993017723363163,0.055159863,0.0006122506566074055
159,13354,0.17892125731676534,0,nan,1.0,0.9330699999995615,0.3542641459524247,0.032787323,0.0005614893889287487
160,13504,-3.895258894520958,0,nan,0.96,0.9323199999995566,0.6738481134740881,0.05318665,0.000603625213552732
161,13651,-2.6539637745179023,0,nan,0.9523809523809523,0.9315849999995518,0.5612166777990083,0.046138793,0.0006242500889141961
162,13651,0,0,nan,1.0,0.9315799999995518,0.29758540790701515,0.0,0.0
163,13694,-0.11604602680721887,0,nan,0.8837209302325582,0.9313649999995504,0.45996181474446374,0.04569362,0.0005708790298275173
164,13844,-3.3546629944873674,0,nan,0.9333333333333333,0.9306149999995454,0.47669230277718994,0.059658688,0.0005851110036019236
165,13994,-3.6120868826238244,0,nan,0.9333333333333333,0.9298649999995405,0.6493115352667072,0.05618092,0.000574884134111926
166,13994,0,0,nan,1.0,0.9298599999995405,0.3369156349157824,0.0,0.0
167,13994,0,0,nan,1.0,0.9298549999995405,0.3854467481174018,0.0,0.0
168,14023,0.15660264703847204,0,nan,0.9310344827586207,0.9297099999995395,0.5267799552496539,0.036976296,0.0005837483467044437
169,14024,-0.04300310033404531,0,nan,2.0,0.9296999999995395,0.4210533436366395,0.67913383,0.0005401023663580418
170,14069,-0.15493549123829575,0,nan,0.9555555555555556,0.929474999999538,0.36755042881016725,0.038853504,0.0006087588550548794
171,14219,-3.432603813329807,0,nan,0.96,0.9287249999995331,0.45202996961855724,0.052288607,0.000601828919025138
172,14369,-4.027048176968524,0,nan,0.9333333333333333,0.9279749999995281,0.42341658600323223,0.068490304,0.0006131292174298627
173,14519,-3.6176189003457675,0,nan,0.94,0.9272249999995232,0.5142474933859787,0.05592666,0.0005661621230926054
174,14669,-3.6480560652250555,0,nan,0.92,0.9264749999995183,0.5405993105866256,0.05902032,0.0005761689891611847
175,14819,-3.5097750937777,0,nan,0.96,0.9257249999995134,0.40019890015001636,0.054445166,0.0005837675831086623
176,14879,-0.5659900193698858,0,nan,0.9166666666666666,0.9254249999995114,0.6921309252857999,0.04964018,0.0005775183094859433
177,15029,-3.8821625957867085,0,nan,0.9466666666666667,0.9246749999995065,0.40190444244619544,0.08372726,0.0006057120312470943
178,15179,-2.937513899053701,0,nan,0.9666666666666667,0.9239249999995016,0.678284233593938,0.062964186,0.0005814067651711715
179,15234,-0.4522547634605173,0,nan,0.9636363636363636,0.9236499999994998,0.19939098089578614,0.041803356,0.0005803188933482901
180,15296,-0.7429813866038127,0,0.36,0.9516129032258065,0.9233399999994978,0.35310321223406815,0.03407776,0.0005815526120357156
181,15446,-3.3042526441023337,0,nan,0.9466666666666667,0.9225899999994929,0.5495474693247251,0.05692724,0.0005957269473583438
182,15447,-0.05049741715262174,0,nan,2.0,0.9225799999994928,0.3111059500819896,0.5002051,0.00040021030872594565
183,15597,-3.409935833026587,0,nan,0.9333333333333333,0.9218299999994879,0.6228361116649824,0.05723937,0.0006024996768489169
184,15747,-3.3039342265301124,0,nan,0.9533333333333334,0.921079999999483,0.21727416601976798,0.05326347,0.0006194656203539732
185,15748,-0.050495717804542616,0,nan,2.0,0.9210699999994829,0.48130743547110766,0.50489813,0.000553499034140259
186,15898,-3.4699953019728977,0,nan,0.92,0.920319999999478,0.27017798968899404,0.054482486,0.000600818425785595
187,16048,-3.3169043319591847,0,nan,0.9533333333333334,0.9195699999994731,0.33870765888885135,0.0571547,0.0005698033589093635
188,16076,0.18382904995921,0,nan,0.9642857142857143,0.9194299999994722,0.35592926090884053,0.031512477,0.0005740391799398432
189,16210,-2.20295117747827,0,nan,0.9477611940298507,0.9187599999994678,0.3578253837179483,0.051503375,0.0005868610568907557
190,16255,-0.3255293530443272,0,nan,0.9777777777777777,0.9185349999994663,0.4077479307549052,0.044639587,0.0005798051356881236
191,16281,0.2070522789769691,0,nan,0.9615384615384616,0.9184049999994655,0.2841988374996787,0.029350264,0.0005930358361533413
192,16431,-3.7929312066040577,0,nan,0.94,0.9176549999994605,0.2931427095234959,0.050563693,0.0005613664738484659
193,16465,0.005193663424197359,0,nan,0.9705882352941176,0.9174849999994594,0.5607362792950091,0.031397313,0.0005930179579402594
194,16466,-0.05049730504199326,0,nan,2.0,0.9174749999994594,0.3428509428197594,0.55829406,0.0006411583890439942
195,16467,-0.050497396500654546,0,nan,2.0,0.9174649999994593,0.4756234501426276,0.6891177,0.0005641271127387881
196,16467,0,0,nan,1.0,0.9174599999994593,0.2218723301539154,0.0,0.0
197,16617,-3.38676113896274,0,nan,0.94,0.9167099999994544,0.5156531922100106,0.052540816,0.0006831655844386356
198,16767,-3.7537903131412453,0,nan,0.9466666666666667,0.9159599999994494,0.21037338317627008,0.090642475,0.0006644880993796202
199,16836,-0.892262354530954,0,nan,0.9710144927536232,0.9156149999994472,0.5004427025120337,0.044579376,0.0006413731654005908
200,16902,-1.0453268048720354,0,nan,0.9696969696969697,0.915284999999445,0.3414904330624176,0.040180188,0.0006227724877658836
201,16903,-0.05049739797580116,0,nan,2.0,0.915274999999445,0.24583586087872838,0.43795818,0.0007567885331809521
202,17053,-3.777561737711021,0,nan,0.9133333333333333,0.91452499999944,0.4952875706340719,0.0689509,0.0006878113943578986
203,17203,-3.509618805890261,0,nan,0.9533333333333334,0.9137749999994351,0.46831291236475053,0.056643512,0.0006746479727250213
204,17353,-3.4055276488952906,0,nan,0.9533333333333334,0.9130249999994302,0.602109531101225,0.05486043,0.0006241131162581344
205,17503,-3.5721858438826035,0,nan,0.94,0.9122749999994253,0.675443950268897,0.05577404,0.000657949098191845
206,17653,-3.162486662478726,0,nan,0.94,0.9115249999994204,0.6878450133460599,0.062239528,0.0006276532920310273
207,17803,-3.344865121768584,0,nan,0.96,0.9107749999994155,0.4299388679681388,0.05290533,0.0006327394816131952
208,17855,-0.42862122919689993,0,nan,0.9038461538461539,0.9105149999994138,0.257213461691023,0.039200768,0.000569941050343914
209,17857,-0.06659411579207916,0,nan,1.0,0.9104999999994137,0.5375199513235585,0.37514597,0.0005467578521347605
210,18007,-3.277161446941662,0,0.29,0.9533333333333334,0.9097499999994088,0.6637005825494818,0.05356043,0.0006511484841272856
211,18029,0.34982758877933107,0,nan,1.0,0.909639999999408,0.11360036220881194,0.029538078,0.0006710603497181596
212,18179,-3.4488356131647033,0,nan,0.9533333333333334,0.9088899999994031,0.4367823031426674,0.05572013,0.0006097209800888473
213,18208,0.08152736219389833,0,nan,0.896551724137931,0.9087449999994022,0.4618392301507211,0.04194958,0.0006024995101174211
214,18358,-3.371428855589916,0,nan,0.94,0.9079949999993973,0.32557451241904867,0.052722573,0.0006044665461134476
215,18358,0,0,nan,1.0,0.9079899999993972,0.2885438195750448,0.0,0.0
216,18508,-3.464370005172802,0,nan,0.9133333333333333,0.9072399999993923,0.6466087095201484,0.053561505,0.0006576116854557768
217,18546,-0.0421344933652098,0,nan,0.9473684210526315,0.9070499999993911,0.6955533718708481,0.04737456,0.0006361627923692332
218,18696,-3.7843609085846803,0,nan,0.9666666666666667,0.9062999999993862,0.49382704222126156,0.04482665,0.0006097675471877058
219,18846,-3.5860141814440336,0,nan,0.94,0.9055499999993812,0.5731401679788977,0.05221821,0.0006159547763915422
220,18996,-3.570387389140948,0,nan,0.9133333333333333,0.9047999999993763,0.49288010319221753,0.053412512,0.0006300116257625632
221,19032,0.018011196335214086,0,nan,0.9166666666666666,0.9046199999993751,0.5352251815099471,0.068125725,0.0006532905899803154
222,19182,-3.546889336391265,0,nan,0.94,0.9038699999993702,0.3533910254836249,0.055070516,0.0006214905720359335
223,19332,-3.1964653468666024,0,nan,0.94,0.9031199999993653,0.554606447921573,0.056450736,0.0006021316667708258
224,19358,0.17632992866048702,0,nan,0.9615384615384616,0.9029899999993645,0.2849491826179109,0.03519938,0.0005776778069468072
225,19420,-0.8494624293427857,0,nan,0.967741935483871,0.9026799999993624,0.3813190713601221,0.050438274,0.0006534588347647279
226,19570,-3.4375034633990897,0,nan,0.92,0.9019299999993575,0.2522309086234251,0.055600174,0.0006336357154456588
227,19720,-4.32213918604032,0,nan,0.9533333333333334,0.9011799999993526,0.4777689756892271,0.05853419,0.0007685648453965163
228,19870,-3.5900647753733574,0,nan,0.9133333333333333,0.9004299999993477,0.4298045915054392,0.052987657,0.000728708225263593
229,19871,-0.03705239610718555,0,nan,2.0,0.9004199999993476,0.38132744006738106,0.6081738,0.0005177533021196723
230,20021,-3.5198146797528604,0,nan,0.9133333333333333,0.8996699999993427,0.6232791667702979,0.05528478,0.0006959250748817188
231,20171,-3.7848413740824287,0,nan,0.94,0.8989199999993378,0.5675370453497851,0.08188215,0.0007144276218605228
232,20227,-0.656679107463751,0,nan,0.9464285714285714,0.898639999999336,0.34946796330305835,0.03658671,0.0007263233479274536
233,20264,-0.12170627804090528,0,nan,0.972972972972973,0.8984549999993348,0.7313944290085636,0.04968836,0.0006955110745636646
234,20294,0.1439859555942853,0,nan,0.9333333333333333,0.8983049999993338,0.6042482286686673,0.037797578,0.0006713806889213932
235,20294,0,0,nan,1.0,0.8982999999993337,0.438186972359567,0.0,0.0
236,20353,-0.7384001142116605,0,nan,0.9830508474576272,0.8980049999993318,0.44167591901891395,0.03829694,0.0007080070240821658
237,20503,-3.450699765888291,0,nan,0.9333333333333333,0.8972549999993269,0.6344129229770296,0.051069986,0.0006834851378031695
238,20576,-1.0614889455661554,0,nan,0.9315068493150684,0.8968899999993245,0.32911967111273055,0.041354213,0.0007315527471117293
