episode,frames,train_return,train_success,test_success_rate,ratio,epsilon
0,32,0.968,1,nan,1.0,0.999839999999999
1,61,0.971,1,nan,1.0,0.999694999999998
2,91,0.97,1,nan,1.0,0.999544999999997
3,131,0.96,1,nan,1.0,0.9993449999999957
4,281,-0.1500000000000001,0,nan,1.0,0.9985949999999908
5,431,-0.1500000000000001,0,nan,1.0,0.9978449999999859
6,581,-0.1500000000000001,0,nan,1.0,0.997094999999981
7,610,0.971,1,nan,0.9655172413793104,0.99694999999998
8,760,-0.1500000000000001,0,nan,1.0,0.9961999999999751
9,799,0.961,1,nan,1.0,0.9960049999999738
10,949,-0.1500000000000001,0,nan,1.0,0.9952549999999689
11,975,0.974,1,nan,1.0,0.9951249999999681
12,1125,-0.1500000000000001,0,nan,1.0,0.9943749999999631
13,1275,-0.1500000000000001,0,nan,1.0,0.9936249999999582
14,1334,0.941,1,nan,1.0,0.9933299999999563
15,1366,0.968,1,nan,1.0,0.9931699999999553
16,1516,-0.1500000000000001,0,nan,1.0,0.9924199999999503
17,1583,0.9329999999999999,1,nan,0.9850746268656716,0.9920849999999481
18,1733,-0.1500000000000001,0,nan,1.0,0.9913349999999432
19,1790,0.943,1,nan,0.9649122807017544,0.9910499999999414
20,1940,-0.1500000000000001,0,nan,0.9866666666666667,0.9902999999999365
21,1980,0.96,1,nan,1.0,0.9900999999999351
22,2010,0.97,1,nan,1.0,0.9899499999999342
23,2038,0.972,1,nan,1.0,0.9898099999999332
24,2188,-0.1500000000000001,0,nan,0.9933333333333333,0.9890599999999283
25,2226,0.962,1,nan,0.9473684210526315,0.9888699999999271
26,2258,0.968,1,nan,1.0,0.988709999999926
27,2287,0.971,1,nan,0.9655172413793104,0.9885649999999251
28,2437,-0.1500000000000001,0,nan,0.98,0.9878149999999202
29,2488,0.949,1,0.44,1.0,0.9875599999999185
30,2638,-0.1500000000000001,0,nan,0.9866666666666667,0.9868099999999136
31,2788,-0.1500000000000001,0,nan,0.9866666666666667,0.9860599999999087
32,2938,-0.1500000000000001,0,nan,0.9933333333333333,0.9853099999999038
33,3088,-0.1500000000000001,0,nan,1.0,0.9845599999998988
34,3238,-0.1500000000000001,0,nan,0.9933333333333333,0.9838099999998939
35,3388,-0.1500000000000001,0,nan,0.9933333333333333,0.983059999999889
36,3538,-0.1500000000000001,0,nan,1.0,0.9823099999998841
37,3576,0.962,1,nan,0.9736842105263158,0.9821199999998829
38,3726,-0.1500000000000001,0,nan,1.0,0.981369999999878
39,3876,-0.1500000000000001,0,nan,0.9933333333333333,0.980619999999873
40,3902,0.974,1,nan,1.0,0.9804899999998722
41,3931,0.971,1,nan,0.9310344827586207,0.9803449999998712
42,3962,0.969,1,nan,1.0,0.9801899999998702
43,4112,-0.1500000000000001,0,nan,0.9866666666666667,0.9794399999998653
44,4141,0.971,1,nan,1.0,0.9792949999998644
45,4169,0.972,1,nan,1.0,0.9791549999998634
46,4319,-0.1500000000000001,0,nan,0.9733333333333334,0.9784049999998585
47,4348,0.971,1,nan,1.0,0.9782599999998576
48,4498,-0.1500000000000001,0,nan,0.9733333333333334,0.9775099999998527
49,4526,0.972,1,nan,1.0,0.9773699999998517
50,4552,0.974,1,nan,1.0,0.9772399999998509
51,4702,-0.1500000000000001,0,nan,0.9866666666666667,0.976489999999846
52,4852,-0.1500000000000001,0,nan,0.9466666666666667,0.9757399999998411
53,5002,-0.1500000000000001,0,nan,0.9666666666666667,0.9749899999998362
54,5028,0.974,1,nan,0.9230769230769231,0.9748599999998353
55,5178,-0.1500000000000001,0,nan,0.9733333333333334,0.9741099999998304
56,5328,-0.1500000000000001,0,nan,1.0,0.9733599999998255
57,5478,-0.1500000000000001,0,nan,0.9733333333333334,0.9726099999998206
58,5507,0.971,1,nan,1.0,0.9724649999998196
59,5657,-0.1500000000000001,0,0.53,0.98,0.9717149999998147
60,5807,-0.1500000000000001,0,nan,0.9666666666666667,0.9709649999998098
