episode,frames,train_return,train_success,test_success_rate,ratio,epsilon
0,140,0.8599999999999999,1,nan,1.0,0.9992999999999954
1,290,-0.1500000000000001,0,nan,1.0,0.9985499999999905
2,440,-0.1500000000000001,0,nan,0.9933333333333333,0.9977999999999856
3,590,-0.1500000000000001,0,nan,1.0,0.9970499999999807
4,740,-0.1500000000000001,0,nan,1.0,0.9962999999999758
5,886,0.8539999999999999,1,nan,0.9931506849315068,0.995569999999971
6,1036,-0.1500000000000001,0,nan,1.0,0.9948199999999661
7,1186,-0.1500000000000001,0,nan,0.9933333333333333,0.9940699999999612
8,1336,-0.1500000000000001,0,nan,0.9933333333333333,0.9933199999999562
9,1486,-0.1500000000000001,0,nan,1.0,0.9925699999999513
10,1625,0.8609999999999999,1,nan,0.9928057553956835,0.9918749999999468
11,1775,-0.1500000000000001,0,nan,1.0,0.9911249999999419
12,1925,-0.1500000000000001,0,nan,1.0,0.990374999999937
13,2075,-0.1500000000000001,0,nan,0.9933333333333333,0.989624999999932
14,2225,-0.1500000000000001,0,nan,1.0,0.9888749999999271
15,2375,-0.1500000000000001,0,nan,0.9866666666666667,0.9881249999999222
16,2525,-0.1500000000000001,0,nan,0.9933333333333333,0.9873749999999173
17,2675,-0.1500000000000001,0,nan,0.9866666666666667,0.9866249999999124
18,2821,0.8539999999999999,1,nan,1.0,0.9858949999999076
19,2970,0.8509999999999999,1,nan,0.9932885906040269,0.9851499999999027
20,3114,0.8559999999999999,1,nan,0.9722222222222222,0.984429999999898
21,3256,0.8579999999999999,1,nan,0.9859154929577465,0.9837199999998933
22,3403,0.8529999999999999,1,nan,0.9863945578231292,0.9829849999998885
23,3553,-0.1500000000000001,0,nan,0.98,0.9822349999998836
24,3702,0.8509999999999999,1,nan,0.9932885906040269,0.9814899999998787
25,3852,-0.1500000000000001,0,nan,0.98,0.9807399999998738
26,4002,-0.1500000000000001,0,nan,1.0,0.9799899999998689
27,4152,-0.1500000000000001,0,nan,0.9866666666666667,0.979239999999864
28,4302,-0.1500000000000001,0,nan,0.9866666666666667,0.9784899999998591
29,4438,0.8639999999999999,1,0.0,0.9779411764705882,0.9778099999998546
30,4586,0.8519999999999999,1,nan,0.9864864864864865,0.9770699999998498
31,4736,-0.1500000000000001,0,nan,0.98,0.9763199999998449
32,4886,-0.1500000000000001,0,nan,0.9866666666666667,0.97556999999984
33,5032,0.8539999999999999,1,nan,0.9794520547945206,0.9748399999998352
34,5182,-0.1500000000000001,0,nan,0.9733333333333334,0.9740899999998303
35,5332,-0.1500000000000001,0,nan,0.9666666666666667,0.9733399999998253
36,5471,0.8609999999999999,1,nan,0.9712230215827338,0.9726449999998208
37,5616,0.8549999999999999,1,nan,0.993103448275862,0.971919999999816
38,5761,0.8549999999999999,1,nan,0.9793103448275862,0.9711949999998113
39,5911,-0.1500000000000001,0,nan,0.9866666666666667,0.9704449999998064
40,6061,-0.1500000000000001,0,nan,0.9733333333333334,0.9696949999998015
41,6208,0.8529999999999999,1,nan,0.9795918367346939,0.9689599999997967
42,6353,0.8549999999999999,1,nan,0.9724137931034482,0.9682349999997919
43,6503,-0.1500000000000001,0,nan,0.9866666666666667,0.967484999999787
44,6644,0.8589999999999999,1,nan,0.9716312056737588,0.9667799999997824
45,6787,0.8569999999999999,1,nan,0.9440559440559441,0.9660649999997777
46,6929,0.8579999999999999,1,nan,0.9647887323943662,0.965354999999773
47,7079,-0.1500000000000001,0,nan,0.9533333333333334,0.9646049999997681
48,7228,0.8509999999999999,1,nan,0.9530201342281879,0.9638599999997632
49,7366,0.8619999999999999,1,nan,0.9492753623188406,0.9631699999997587
50,7511,0.8549999999999999,1,nan,0.9655172413793104,0.962444999999754
51,7661,-0.1500000000000001,0,nan,0.96,0.9616949999997491
52,7798,0.8629999999999999,1,nan,0.9781021897810219,0.9610099999997446
53,7948,0.8499999999999999,1,nan,0.98,0.9602599999997397
54,8094,0.8539999999999999,1,nan,0.9794520547945206,0.9595299999997349
55,8244,-0.1500000000000001,0,nan,0.9533333333333334,0.95877999999973
56,8391,0.8529999999999999,1,nan,0.9455782312925171,0.9580449999997251
57,8531,0.8599999999999999,1,nan,0.9214285714285714,0.9573449999997206
58,8681,-0.1500000000000001,0,nan,0.9666666666666667,0.9565949999997156
59,8831,-0.1500000000000001,0,0.13,0.9666666666666667,0.9558449999997107
60,8981,-0.1500000000000001,0,nan,0.9733333333333334,0.9550949999997058
61,9130,0.8509999999999999,1,nan,0.9731543624161074,0.9543499999997009
62,9280,-0.1500000000000001,0,nan,0.9733333333333334,0.953599999999696
63,9430,-0.1500000000000001,0,nan,0.9733333333333334,0.9528499999996911
64,9580,-0.1500000000000001,0,nan,0.98,0.9520999999996862
65,9730,-0.1500000000000001,0,nan,0.9666666666666667,0.9513499999996813
66,9869,0.8609999999999999,1,nan,0.9280575539568345,0.9506549999996767
67,10019,-0.1500000000000001,0,nan,0.9533333333333334,0.9499049999996718
68,10156,0.8629999999999999,1,nan,0.9781021897810219,0.9492199999996673
69,10306,-0.1500000000000001,0,nan,0.98,0.9484699999996624
70,10448,0.8579999999999999,1,nan,0.9507042253521126,0.9477599999996578
71,10590,0.8579999999999999,1,nan,0.9647887323943662,0.9470499999996531
72,10740,-0.1500000000000001,0,nan,0.9533333333333334,0.9462999999996482
73,10890,-0.1500000000000001,0,nan,0.9866666666666667,0.9455499999996433
74,11040,-0.1500000000000001,0,nan,0.98,0.9447999999996384
75,11186,0.8539999999999999,1,nan,0.958904109589041,0.9440699999996336
76,11328,0.8579999999999999,1,nan,0.9577464788732394,0.9433599999996289
77,11478,-0.1500000000000001,0,nan,0.96,0.942609999999624
78,11628,-0.1500000000000001,0,nan,0.96,0.9418599999996191
79,11774,0.8539999999999999,1,nan,0.958904109589041,0.9411299999996143
80,11921,0.8529999999999999,1,nan,0.9591836734693877,0.9403949999996095
81,12071,-0.1500000000000001,0,nan,0.96,0.9396449999996046
82,12221,-0.1500000000000001,0,nan,0.96,0.9388949999995997
83,12369,0.8519999999999999,1,nan,0.9256756756756757,0.9381549999995948
84,12509,0.8599999999999999,1,nan,0.9714285714285714,0.9374549999995903
85,12659,-0.1500000000000001,0,nan,0.98,0.9367049999995853
86,12809,-0.1500000000000001,0,nan,0.9466666666666667,0.9359549999995804
87,12959,-0.1500000000000001,0,nan,0.96,0.9352049999995755
88,13102,0.8569999999999999,1,nan,0.9440559440559441,0.9344899999995708
89,13252,-0.1500000000000001,0,0.03,0.96,0.9337399999995659
90,13402,-0.1500000000000001,0,nan,0.9466666666666667,0.932989999999561
91,13552,-0.1500000000000001,0,nan,0.9733333333333334,0.9322399999995561
92,13702,-0.1500000000000001,0,nan,0.9666666666666667,0.9314899999995512
93,13852,-0.1500000000000001,0,nan,0.96,0.9307399999995463
94,14002,-0.1500000000000001,0,nan,0.9333333333333333,0.9299899999995414
95,14152,-0.1500000000000001,0,nan,0.94,0.9292399999995364
96,14297,0.8549999999999999,1,nan,0.9172413793103448,0.9285149999995317
97,14447,-0.1500000000000001,0,nan,0.94,0.9277649999995268
98,14597,-0.1500000000000001,0,nan,0.9266666666666666,0.9270149999995219
99,14747,-0.1500000000000001,0,nan,0.9333333333333333,0.926264999999517
100,14889,0.8579999999999999,1,nan,0.9577464788732394,0.9255549999995123
101,15031,0.8579999999999999,1,nan,0.9295774647887324,0.9248449999995076
102,15181,-0.1500000000000001,0,nan,0.9266666666666666,0.9240949999995027
103,15320,0.8609999999999999,1,nan,0.9640287769784173,0.9233999999994982
104,15468,0.8519999999999999,1,nan,0.9459459459459459,0.9226599999994933
105,15606,0.8619999999999999,1,nan,0.9565217391304348,0.9219699999994888
106,15755,0.8509999999999999,1,nan,0.9530201342281879,0.9212249999994839
107,15905,-0.1500000000000001,0,nan,0.9133333333333333,0.920474999999479
108,16047,0.8579999999999999,1,nan,0.9507042253521126,0.9197649999994744
109,16197,-0.1500000000000001,0,nan,0.94,0.9190149999994695
110,16337,0.8599999999999999,1,nan,0.9357142857142857,0.9183149999994649
111,16483,0.8539999999999999,1,nan,0.9657534246575342,0.9175849999994601
112,16622,0.8609999999999999,1,nan,0.920863309352518,0.9168899999994555
113,16764,0.8579999999999999,1,nan,0.9436619718309859,0.9161799999994509
114,16908,0.8559999999999999,1,nan,0.9236111111111112,0.9154599999994462
115,17058,-0.1500000000000001,0,nan,0.86,0.9147099999994412
116,17208,-0.1500000000000001,0,nan,0.94,0.9139599999994363
117,17358,-0.1500000000000001,0,nan,0.9133333333333333,0.9132099999994314
118,17501,0.8569999999999999,1,nan,0.951048951048951,0.9124949999994267
119,17651,-0.1500000000000001,0,0.1,0.9533333333333334,0.9117449999994218
120,17801,-0.1500000000000001,0,nan,0.9266666666666666,0.9109949999994169
121,17951,-0.1500000000000001,0,nan,0.9333333333333333,0.910244999999412
122,18101,-0.1500000000000001,0,nan,0.9333333333333333,0.9094949999994071
123,18251,-0.1500000000000001,0,nan,0.9533333333333334,0.9087449999994022
124,18397,0.8539999999999999,1,nan,0.9246575342465754,0.9080149999993974
125,18547,-0.1500000000000001,0,nan,0.92,0.9072649999993925
126,18697,-0.1500000000000001,0,nan,0.9466666666666667,0.9065149999993876
127,18847,-0.1500000000000001,0,nan,0.94,0.9057649999993826
128,18993,0.8539999999999999,1,nan,0.952054794520548,0.9050349999993779
129,19143,-0.1500000000000001,0,nan,0.94,0.904284999999373
130,19279,0.8639999999999999,1,nan,0.9338235294117647,0.9036049999993685
131,19429,-0.1500000000000001,0,nan,0.9533333333333334,0.9028549999993636
132,19570,0.8589999999999999,1,nan,0.950354609929078,0.902149999999359
133,19720,-0.1500000000000001,0,nan,0.9466666666666667,0.901399999999354
134,19856,0.8639999999999999,1,nan,0.9191176470588235,0.9007199999993496
135,20006,-0.1500000000000001,0,nan,0.9266666666666666,0.8999699999993447
136,20156,-0.1500000000000001,0,nan,0.9533333333333334,0.8992199999993398
137,20299,0.8569999999999999,1,nan,0.916083916083916,0.8985049999993351
138,20445,0.8539999999999999,1,nan,0.9246575342465754,0.8977749999993303
139,20588,0.8569999999999999,1,nan,0.9440559440559441,0.8970599999993256
140,20730,0.8579999999999999,1,nan,0.9436619718309859,0.896349999999321
141,20873,0.8569999999999999,1,nan,0.916083916083916,0.8956349999993163
142,21023,-0.1500000000000001,0,nan,0.9466666666666667,0.8948849999993114
143,21163,0.8599999999999999,1,nan,0.8857142857142857,0.8941849999993068
144,21308,0.8549999999999999,1,nan,0.9310344827586207,0.893459999999302
145,21456,0.8519999999999999,1,nan,0.9459459459459459,0.8927199999992972
146,21606,-0.1500000000000001,0,nan,0.86,0.8919699999992923
147,21756,-0.1500000000000001,0,nan,0.9333333333333333,0.8912199999992874
148,21899,0.8569999999999999,1,nan,0.958041958041958,0.8905049999992827
149,22041,0.8579999999999999,1,0.06,0.9014084507042254,0.889794999999278
150,22191,-0.1500000000000001,0,nan,0.9,0.8890449999992731
151,22341,-0.1500000000000001,0,nan,0.9133333333333333,0.8882949999992682
152,22491,-0.1500000000000001,0,nan,0.9,0.8875449999992633
153,22641,-0.1500000000000001,0,nan,0.88,0.8867949999992584
154,22791,-0.1500000000000001,0,nan,0.92,0.8860449999992535
155,22930,0.8609999999999999,1,nan,0.8848920863309353,0.8853499999992489
156,23080,-0.1500000000000001,0,nan,0.9266666666666666,0.884599999999244
157,23230,-0.1500000000000001,0,nan,0.8533333333333334,0.8838499999992391
158,23380,-0.1500000000000001,0,nan,0.94,0.8830999999992342
159,23530,-0.1500000000000001,0,nan,0.8933333333333333,0.8823499999992293
160,23680,-0.1500000000000001,0,nan,0.9266666666666666,0.8815999999992243
161,23830,-0.1500000000000001,0,nan,0.9,0.8808499999992194
162,23975,0.8549999999999999,1,nan,0.9379310344827586,0.8801249999992147
163,24113,0.8619999999999999,1,nan,0.9202898550724637,0.8794349999992102
164,24263,-0.1500000000000001,0,nan,0.94,0.8786849999992052
165,24403,0.8599999999999999,1,nan,0.8785714285714286,0.8779849999992007
166,24547,0.8559999999999999,1,nan,0.8888888888888888,0.8772649999991959
167,24686,0.8609999999999999,1,nan,0.8776978417266187,0.8765699999991914
168,24836,-0.1500000000000001,0,nan,0.9066666666666666,0.8758199999991865
169,24981,0.8549999999999999,1,nan,0.9103448275862069,0.8750949999991817
170,25131,-0.1500000000000001,0,nan,0.8866666666666667,0.8743449999991768
171,25281,-0.1500000000000001,0,nan,0.9066666666666666,0.8735949999991719
172,25417,0.8639999999999999,1,nan,0.9485294117647058,0.8729149999991674
173,25567,-0.1500000000000001,0,nan,0.9333333333333333,0.8721649999991625
174,25708,0.8589999999999999,1,nan,0.9148936170212766,0.8714599999991579
175,25853,0.8549999999999999,1,nan,0.903448275862069,0.8707349999991532
176,26003,-0.1500000000000001,0,nan,0.9133333333333333,0.8699849999991482
177,26153,-0.1500000000000001,0,nan,0.9133333333333333,0.8692349999991433
178,26294,0.8589999999999999,1,nan,0.9432624113475178,0.8685299999991387
179,26444,-0.1500000000000001,0,0.27,0.88,0.8677799999991338
180,26584,0.8599999999999999,1,nan,0.9142857142857143,0.8670799999991292
181,26734,-0.1500000000000001,0,nan,0.9,0.8663299999991243
182,26884,-0.1500000000000001,0,nan,0.92,0.8655799999991194
183,27034,-0.1500000000000001,0,nan,0.9266666666666666,0.8648299999991145
184,27184,-0.1500000000000001,0,nan,0.9,0.8640799999991096
185,27334,-0.1500000000000001,0,nan,0.92,0.8633299999991046
186,27484,-0.1500000000000001,0,nan,0.8666666666666667,0.8625799999990997
187,27634,-0.1500000000000001,0,nan,0.8866666666666667,0.8618299999990948
188,27780,0.8539999999999999,1,nan,0.910958904109589,0.86109999999909
189,27920,0.8599999999999999,1,nan,0.9142857142857143,0.8603999999990855
190,28070,0.8499999999999999,1,nan,0.9,0.8596499999990805
191,28220,-0.1500000000000001,0,nan,0.9133333333333333,0.8588999999990756
192,28370,-0.1500000000000001,0,nan,0.8933333333333333,0.8581499999990707
193,28520,-0.1500000000000001,0,nan,0.9133333333333333,0.8573999999990658
194,28670,-0.1500000000000001,0,nan,0.84,0.8566499999990609
195,28820,-0.1500000000000001,0,nan,0.8933333333333333,0.855899999999056
196,28968,0.8519999999999999,1,nan,0.9256756756756757,0.8551599999990511
197,29110,0.8579999999999999,1,nan,0.9225352112676056,0.8544499999990465
198,29256,0.8539999999999999,1,nan,0.9178082191780822,0.8537199999990417
199,29394,0.8619999999999999,1,nan,0.8115942028985508,0.8530299999990372
200,29544,-0.1500000000000001,0,nan,0.8866666666666667,0.8522799999990323
201,29694,-0.1500000000000001,0,nan,0.88,0.8515299999990273
