episode,frames,return,Lc,La,Lbc,explore_noise,success
4575,456878,10.305751174174349,0.2929643392562866,0.6887019872665405,0.0,0.08781661333333333,1
4576,456984,14.504113615529326,0.20339998602867126,0.44993454217910767,0.0,0.08781378666666667,1
4577,457008,6.102992792863301,0.24993863701820374,0.4690973162651062,0.0,0.08781314666666667,1
4578,457045,9.577854757880676,0.190172478556633,0.9555811882019043,0.0,0.08781216,1
4579,457162,12.987759587827142,0.2662646174430847,0.7013171911239624,0.0,0.08780904,1
4580,457231,-14.471259432992252,0.6361690163612366,0.2657909095287323,0.0,0.0878072,1
4581,457307,-19.772935809971678,0.26247209310531616,0.6964787840843201,0.0,0.08780517333333333,1
4582,457361,13.447834916115308,0.12334708124399185,0.27233123779296875,0.0,0.08780373333333334,1
4583,457425,-16.7235539401579,0.34736889600753784,0.47903937101364136,0.0,0.08780202666666667,1
4584,457497,13.869924099486457,0.12306271493434906,-0.1356823742389679,0.0,0.08780010666666667,1
4585,457550,11.930771858813669,12.140435218811035,0.3890523314476013,0.0,0.08779869333333334,1
4586,457686,-8.940761986248955,0.22544996440410614,0.7142349481582642,0.0,0.08779506666666667,0
4587,457763,2.387826579004365,0.20522525906562805,0.5953974723815918,0.0,0.08779301333333334,1
4588,457825,-8.431539222370324,0.2024637758731842,0.5067843794822693,0.0,0.08779136000000001,0
4589,457886,5.1988676322715435,0.3848233222961426,0.5173206329345703,0.0,0.08778973333333334,1
4590,458036,-8.784631563972015,0.1798488348722458,0.15563993155956268,0.0,0.08778573333333334,0
4591,458118,-19.63200621578777,0.15471380949020386,-0.1545770913362503,0.0,0.08778354666666667,1
4592,458268,-18.70373813713266,0.7551798820495605,0.7245467901229858,0.0,0.08777954666666667,0
4593,458418,-21.985732180055507,0.4541475772857666,0.5504240393638611,0.0,0.08777554666666668,0
4594,458475,12.906597969478062,0.840682864189148,0.38697007298469543,0.0,0.08777402666666667,1
4595,458501,9.532393500150796,0.21145950257778168,0.17460641264915466,0.0,0.08777333333333334,1
4596,458524,6.936299248820284,0.8391835689544678,1.3064374923706055,0.0,0.08777272,1
4597,458578,12.880341458756558,0.15652301907539368,1.1639986038208008,0.0,0.08777128000000001,1
4598,458606,9.501680291788425,0.09505380690097809,0.8165920376777649,0.0,0.08777053333333334,1
4599,458733,-1.8898843172254303,0.31019127368927,1.0487892627716064,0.0,0.08776714666666667,1
4600,458836,-5.555940500606774,3.2491888999938965,0.26844048500061035,0.0,0.0877644,0
4601,458937,-25.826026210598563,0.360199898481369,0.1476714313030243,0.0,0.08776170666666668,1
4602,459087,-18.449750974758352,0.14807245135307312,0.13190245628356934,0.0,0.08775770666666667,0
4603,459140,11.927377351436567,0.18425124883651733,0.39402028918266296,0.0,0.08775629333333335,1
4604,459210,12.899938311770075,0.27054059505462646,0.03727191686630249,0.0,0.08775442666666668,1
4605,459276,14.432541259078777,0.5663298964500427,0.4767540991306305,0.0,0.08775266666666667,1
4606,459297,6.3844150687651915,0.19937053322792053,0.3408825099468231,0.0,0.08775210666666668,1
4607,459372,12.136642919191846,0.40804827213287354,0.7204990386962891,0.0,0.08775010666666667,1
4608,459424,11.341169098940913,0.8004648089408875,0.6257769465446472,0.0,0.08774872,1
4609,459490,15.921969405978334,0.20339691638946533,-0.061337318271398544,0.0,0.08774696000000001,1
4610,459640,-19.2821946989341,0.17844533920288086,0.1955617368221283,0.0,0.08774296000000001,0
4611,459664,-8.54667521318876,0.13532541692256927,0.2828889489173889,0.0,0.08774232000000001,1
4612,459688,6.157787472528584,0.7941765785217285,0.20589853823184967,0.0,0.08774168,1
4613,459743,9.017214309387258,3.664318561553955,-0.18466465175151825,0.0,0.08774021333333334,1
4614,459811,11.834904752132562,0.1890169382095337,0.5560101866722107,0.0,0.08773840000000001,1
4615,459863,10.074296896421338,0.18250709772109985,0.8402150869369507,0.0,0.08773701333333334,1
4616,459886,-14.577595228688924,1.5260844230651855,0.4988767206668854,0.0,0.0877364,0
4617,459911,8.223518689093279,0.6518941521644592,0.011819273233413696,0.0,0.08773573333333334,1
4618,459978,14.6711663523667,11.046829223632812,0.6391066312789917,0.0,0.08773394666666667,1
4619,460040,16.125693079591848,0.4491647183895111,0.30153921246528625,0.0,0.08773229333333334,1
4620,460068,10.773541655118187,2.86090087890625,0.8745993971824646,0.0,0.08773154666666667,1
4621,460127,14.982185362085684,0.13797587156295776,0.7215412855148315,0.0,0.08772997333333334,1
4622,460188,-8.103292859983394,1.6885545253753662,0.020453602075576782,0.0,0.08772834666666668,0
4623,460213,9.522627835387102,0.15815883874893188,0.9106556177139282,0.0,0.08772768,1
4624,460273,11.284618054799436,0.19803649187088013,0.6676626205444336,0.0,0.08772608000000001,1
4625,460287,-13.00944238625802,9.819829940795898,0.75044846534729,0.0,0.08772570666666667,0
4626,460372,7.016782010119515,0.3279021084308624,0.28923237323760986,0.0,0.08772344,1
4627,460440,15.369493576359552,0.15271294116973877,0.5354593992233276,0.0,0.08772162666666668,1
4628,460590,-7.4026494478485905,0.17572304606437683,0.29565104842185974,0.0,0.08771762666666667,0
4629,460679,14.837788736973378,0.6215975284576416,0.362152099609375,0.0,0.08771525333333334,1
4630,460702,4.20066619699033,0.19876626133918762,0.29810830950737,0.0,0.08771464000000001,1
4631,460852,-21.27444705274823,0.5438104867935181,-0.10003824532032013,0.0,0.08771064,0
4632,460908,-13.303935576779779,0.41662120819091797,-0.06890653818845749,0.0,0.08770914666666667,1
4633,460931,-12.880260579175072,0.1295161247253418,0.38394954800605774,0.0,0.08770853333333334,0
4634,461045,10.88526494515883,2.3210701942443848,0.21934160590171814,0.0,0.08770549333333334,1
4635,461102,-15.815189879614532,0.13978436589241028,0.3626191020011902,0.0,0.08770397333333334,1
4636,461126,8.729015247070103,0.38788509368896484,-0.45586180686950684,0.0,0.08770333333333334,1
4637,461248,5.162444682318167,0.23197680711746216,0.4616914987564087,0.0,0.08770008,1
4638,461249,-8.172067704571097,0.2020793855190277,0.4616914987564087,0.0,0.08770005333333333,0
4639,461399,-20.37463011961329,0.306202232837677,0.28667736053466797,0.0,0.08769605333333334,0
4640,461465,-17.592564190133935,0.1799255609512329,0.6856696605682373,0.0,0.08769429333333334,1
4641,461488,2.8392405900024364,0.3876500129699707,0.06592264771461487,0.0,0.08769368000000001,1
4642,461599,-41.642474830011395,0.1603844314813614,0.274787575006485,0.0,0.08769072,0
4643,461662,-14.256007576945604,0.18446218967437744,-0.24476578831672668,0.0,0.08768904000000001,1
4644,461758,-21.942615412186868,0.5304239988327026,0.24856629967689514,0.0,0.08768648000000001,1
4645,461785,8.258023717954082,0.5247104167938232,-0.06439231336116791,0.0,0.08768576,1
4646,461884,13.079303872624449,0.23686616122722626,0.8830831050872803,0.0,0.08768312,1
4647,461908,6.95589736559948,0.22816525399684906,0.554869532585144,0.0,0.08768248000000001,1
4648,461961,9.01481164809763,0.13489778339862823,0.4310513138771057,0.0,0.08768106666666667,1
4649,462018,-15.626603045102875,0.31300127506256104,0.35440611839294434,0.0,0.08767954666666668,1
4650,462019,-8.08130599450576,0.23341479897499084,0.35440611839294434,0.0,0.08767952000000001,0
4651,462050,11.167213713547575,0.42346441745758057,0.6980341076850891,0.0,0.08767869333333334,1
4652,462200,-16.124535747836546,0.20365172624588013,0.0497589111328125,0.0,0.08767469333333333,0
4653,462277,-4.421979651260312,0.13379086554050446,0.6360345482826233,0.0,0.08767264000000001,0
4654,462325,8.665144674501201,0.6577368378639221,0.3736424446105957,0.0,0.08767136,1
4655,462350,-11.454557589004281,3.047189712524414,0.3229285776615143,0.0,0.08767069333333334,0
4656,462408,-6.099853318959838,0.2492835521697998,0.5449600219726562,0.0,0.08766914666666667,0
4657,462527,-31.55570823285518,3.0379042625427246,0.49535346031188965,0.0,0.08766597333333334,0
4658,462603,-11.690953888970402,0.1277722418308258,0.6775907278060913,0.0,0.08766394666666667,1
4659,462742,6.662532947053368,0.318808913230896,0.3324304223060608,0.0,0.08766024,1
4660,462792,-2.7874645199068073,7.326469898223877,0.06435833871364594,0.0,0.08765890666666667,0
4661,462842,-8.939898522092697,0.20048606395721436,0.471422404050827,0.0,0.08765757333333334,0
4662,462900,11.709632900679809,0.3079531192779541,0.38810867071151733,0.0,0.08765602666666666,1
4663,462982,-19.46160220215584,0.3851809501647949,0.21898896992206573,0.0,0.08765384000000001,1
4664,463132,-20.37094846763325,0.1226927787065506,0.6105124950408936,0.0,0.08764984,0
4665,463282,-41.06358862580056,0.2297869622707367,0.13554665446281433,0.0,0.08764584,0
4666,463362,-19.11842959736835,0.29295334219932556,0.8105590343475342,0.0,0.08764370666666667,1
4667,463455,12.774577398185292,0.8693730235099792,0.6805721521377563,0.0,0.08764122666666667,1
4668,463485,11.484346961128688,0.2930248975753784,0.6095552444458008,0.0,0.08764042666666667,1
4669,463541,-5.969200937097739,0.17472323775291443,0.3182916045188904,0.0,0.08763893333333334,1
4670,463550,-10.43323543612081,0.26838192343711853,0.18599911034107208,0.0,0.08763869333333334,0
4671,463700,-28.979899722390723,1.5579545497894287,0.6908333897590637,0.0,0.08763469333333333,0
4672,463841,6.674059502158869,1.2091608047485352,0.29704010486602783,0.0,0.08763093333333334,1
4673,463843,-10.321071233219763,0.15953783690929413,0.4984222650527954,0.0,0.08763088000000001,0
4674,463875,3.3404711578439983,0.1814732849597931,-0.04745074361562729,0.0,0.08763002666666667,1
4675,464025,-17.02606168487288,0.49905234575271606,0.24451439082622528,0.0,0.08762602666666668,0
4676,464026,-8.107502995830838,0.7527492642402649,0.9189779758453369,0.0,0.08762600000000001,0
4677,464053,9.56765294568831,0.49034178256988525,-0.08068159222602844,0.0,0.08762528,1
4678,464131,-17.34911394481494,0.6327039003372192,0.6846073865890503,0.0,0.08762320000000001,1
4679,464223,-21.103145899422508,0.1580400913953781,0.5693970918655396,0.0,0.08762074666666667,1
4680,464373,-20.39262120089498,0.3408125340938568,0.573540449142456,0.0,0.08761674666666668,0
4681,464462,-3.8148324144105263,0.16863182187080383,0.7272409796714783,0.0,0.08761437333333334,1
4682,464544,14.480929966325597,0.23122239112854004,0.573267936706543,0.0,0.08761218666666667,1
4683,464599,5.086348889221643,0.21234562993049622,0.36171966791152954,0.0,0.08761072,1
4684,464699,13.062997541523748,0.3790166974067688,0.40866637229919434,0.0,0.08760805333333334,1
4685,464739,12.395255704232765,0.2455632984638214,1.2336478233337402,0.0,0.08760698666666668,1
4686,464861,3.925906449505982,0.2014392912387848,0.8405221104621887,0.0,0.08760373333333334,1
4687,464882,6.706589191385062,0.1484876275062561,0.22570906579494476,0.0,0.08760317333333334,1
4688,464947,-11.071667056503351,2.948993682861328,0.2090829610824585,0.0,0.08760144,0
4689,464949,-10.375932679496133,0.18802909553050995,0.34515514969825745,0.0,0.08760138666666667,0
4690,464977,-10.195125587796763,0.24241021275520325,0.3378094434738159,0.0,0.08760064000000001,0
4691,465060,12.955087973647325,1.39638352394104,1.368633508682251,0.0,0.08759842666666667,1
4692,465145,8.389393039891484,0.41673988103866577,0.42616915702819824,0.0,0.08759616,1
4693,465197,12.306334820863286,0.8872425556182861,0.19152238965034485,0.0,0.08759477333333333,1
4694,465237,10.285742878343335,0.1896349936723709,0.9969226717948914,0.0,0.08759370666666667,1
4695,465297,11.735223372501935,0.09881018102169037,0.5944436192512512,0.0,0.08759210666666667,1
4696,465360,1.793302344606305,0.13651639223098755,0.6322982311248779,0.0,0.08759042666666667,1
4697,465421,-8.664974584274566,0.32513749599456787,0.10247199982404709,0.0,0.08758880000000001,0
4698,465446,-4.290260456625292,0.5654588937759399,0.8279123306274414,0.0,0.08758813333333335,1
4699,465522,-13.683054708984189,0.18170595169067383,0.6023595333099365,0.0,0.08758610666666668,0
4700,465672,-20.71794221791428,5.028095245361328,-0.1907937079668045,0.0,0.08758210666666667,0
4701,465694,5.350026597503611,0.300212562084198,0.5406115651130676,0.0,0.08758152000000001,1
4702,465844,-21.70524577044183,0.12481802701950073,0.19322405755519867,0.0,0.08757752,0
4703,465912,-15.008374180519649,0.1625484824180603,0.35234305262565613,0.0,0.08757570666666667,0
4704,466062,-31.95192393708584,4.668732166290283,0.48257210850715637,0.0,0.08757170666666667,0
4705,466120,9.897013042145993,2.230620861053467,0.6581414341926575,0.0,0.08757016000000001,1
4706,466222,-22.05092380370745,0.31608885526657104,0.18596196174621582,0.0,0.08756744000000001,1
4707,466235,-13.862005808996269,1.5490546226501465,-0.31631848216056824,0.0,0.08756709333333335,0
4708,466317,15.461379120864871,0.22795234620571136,0.1312846541404724,0.0,0.08756490666666666,1
4709,466399,13.628522949621678,3.6168222427368164,0.3919830918312073,0.0,0.08756272000000001,1
4710,466485,12.571327388890925,0.18325281143188477,0.06337958574295044,0.0,0.08756042666666668,1
4711,466572,-2.6799715909090587,0.16651783883571625,0.34465357661247253,0.0,0.08755810666666668,0
4712,466624,13.851037477468248,13.1015625,0.1264902651309967,0.0,0.08755672,1
4713,466679,13.03247112209101,0.20309670269489288,0.43352049589157104,0.0,0.08755525333333333,1
4714,466733,12.74135307388459,0.15744352340698242,-0.009978652000427246,0.0,0.08755381333333334,1
4715,466858,-48.45008796404195,0.24726347625255585,-0.4567895233631134,0.0,0.08755048,0
4716,467008,-19.404007731031612,0.3864876329898834,0.2802610993385315,0.0,0.08754648000000001,0
4717,467088,-6.72160961437817,0.33560165762901306,0.0012814253568649292,0.0,0.08754434666666668,0
4718,467117,8.742214066722706,0.35396236181259155,0.9523519277572632,0.0,0.08754357333333333,1
4719,467267,-20.407953820787114,0.212111696600914,0.40336889028549194,0.0,0.08753957333333334,0
4720,467300,-25.49167412791504,0.18842896819114685,0.3897411823272705,0.0,0.08753869333333333,0
4721,467355,5.610980464918441,0.8583106994628906,0.7267864942550659,0.0,0.08753722666666668,1
4722,467382,8.722128358452519,0.10714558511972427,0.720306932926178,0.0,0.08753650666666667,1
4723,467443,9.752386317298255,0.2721397280693054,0.7462943196296692,0.0,0.08753488000000001,1
4724,467444,-8.154201575075456,0.42227739095687866,0.5432159304618835,0.0,0.08753485333333334,0
4725,467482,-9.458364471221493,0.18869976699352264,0.44777733087539673,0.0,0.08753384,0
4726,467515,12.468773764314832,0.14640925824642181,0.30258989334106445,0.0,0.08753296,1
4727,467566,6.034730784071115,0.388744592666626,-0.1425730586051941,0.0,0.0875316,1
4728,467572,-8.101716808118917,0.5065065622329712,0.413338303565979,0.0,0.08753144,0
4729,467593,5.096608303687429,0.223019540309906,0.5593093037605286,0.0,0.08753088,1
4730,467743,-18.091179855187416,11.606802940368652,0.535975992679596,0.0,0.08752688,0
4731,467893,-17.011661515590287,0.19802528619766235,0.6135791540145874,0.0,0.08752288000000001,0
4732,468043,-48.43384649384053,6.989487171173096,-0.07372742891311646,0.0,0.08751888000000001,0
4733,468063,-12.02390108931803,9.04255485534668,-0.1626373529434204,0.0,0.08751834666666668,0
4734,468213,-4.709930389502127,0.15904143452644348,0.9629077911376953,0.0,0.08751434666666667,0
4735,468363,-17.54943197767899,0.17162203788757324,0.6549633145332336,0.0,0.08751034666666667,0
4736,468513,-17.144070513688987,0.21701467037200928,0.5995677709579468,0.0,0.08750634666666668,0
4737,468663,-33.733075912832895,0.2934202551841736,0.8517026305198669,0.0,0.08750234666666667,0
4738,468711,10.74820935635882,0.1463770568370819,0.6066464185714722,0.0,0.08750106666666667,1
4739,468776,-6.568932235491618,0.15952327847480774,1.0434048175811768,0.0,0.08749933333333335,0
4740,468840,14.05833610502578,0.22219909727573395,-0.14389126002788544,0.0,0.08749762666666668,1
4741,468990,-18.687603435256026,0.6008243560791016,0.44070130586624146,0.0,0.08749362666666667,0
4742,469029,-11.315086002766696,0.33212733268737793,0.8562269806861877,0.0,0.08749258666666668,0
4743,469055,5.956088865797646,0.1595776379108429,-0.2030854970216751,0.0,0.08749189333333333,1
4744,469075,-12.138040270281177,0.43319669365882874,0.07932323217391968,0.0,0.08749136,0
4745,469097,6.222766617309777,0.2994590997695923,0.44485408067703247,0.0,0.08749077333333334,1
4746,469155,10.583958946025048,0.3784629702568054,0.9098358154296875,0.0,0.08748922666666667,1
4747,469221,-17.12170669814649,0.2019692361354828,-0.5209842920303345,0.0,0.08748746666666667,1
4748,469371,-16.261848171424468,0.5238193869590759,0.9384006261825562,0.0,0.08748346666666668,0
4749,469407,12.579534348601092,0.21587061882019043,0.4734556972980499,0.0,0.08748250666666667,1
4750,469442,-8.32703428848916,0.2622775733470917,0.655745267868042,0.0,0.08748157333333334,1
4751,469482,12.365294081005713,0.25962263345718384,0.6151310205459595,0.0,0.08748050666666668,1
4752,469513,11.953254576045614,0.4079854488372803,0.7499804496765137,0.0,0.08747968,1
4753,469571,13.124248812698687,9.225717544555664,0.3018229007720947,0.0,0.08747813333333333,1
4754,469628,-14.184707460195087,0.5508131384849548,0.5475623607635498,0.0,0.08747661333333334,1
4755,469725,-0.20109838694705395,0.1645680069923401,0.6302427053451538,0.0,0.08747402666666668,1
4756,469790,15.779985880132934,0.3120483160018921,0.7190850973129272,0.0,0.08747229333333334,1
4757,469940,-19.855391467612797,0.2491108775138855,0.40120863914489746,0.0,0.08746829333333334,0
4758,469968,9.914749203294893,0.16942986845970154,0.7513061761856079,0.0,0.08746754666666667,1
4759,470002,7.914953672754923,0.43997058272361755,1.2382646799087524,0.0,0.08746664000000001,1
4760,470062,14.096057418603461,0.14439332485198975,0.578851580619812,0.0,0.08746504000000001,1
4761,470166,3.510577534128929,0.5379269123077393,0.25757870078086853,0.0,0.08746226666666668,1
4762,470316,-23.53313493086177,0.23743368685245514,0.3666316866874695,0.0,0.08745826666666667,0
4763,470362,8.111159231866463,0.16589486598968506,0.5609555840492249,0.0,0.08745704,1
4764,470392,8.696314873443708,2.211756944656372,0.987517237663269,0.0,0.08745624,1
4765,470542,-20.16977046422221,0.18530486524105072,1.2349122762680054,0.0,0.08745224,0
4766,470569,-13.053821137921148,5.035449981689453,1.1519314050674438,0.0,0.08745152,0
4767,470617,-15.133475509708951,0.21434028446674347,-0.007842540740966797,0.0,0.08745024000000001,1
4768,470674,11.901550958958657,0.17735984921455383,0.6773837208747864,0.0,0.08744872000000001,1
4769,470675,-8.084120746567924,0.611994743347168,0.6773837208747864,0.0,0.08744869333333334,0
4770,470739,11.934685444393137,0.9832419157028198,0.36766862869262695,0.0,0.08744698666666667,1
4771,470789,12.754687203885794,0.16132715344429016,0.5653537511825562,0.0,0.08744565333333335,1
4772,470870,15.552286571641664,1.6618385314941406,0.7465312480926514,0.0,0.08744349333333334,1
4773,470929,13.656302045397975,1.9805995225906372,0.28014546632766724,0.0,0.08744192,1
4774,471079,-23.167511992926926,10.835336685180664,0.3384433388710022,0.0,0.08743792,0
4775,471229,-17.174697736048643,0.3474826514720917,0.5159627199172974,0.0,0.08743392,0
4776,471379,-18.158070680992196,0.15155136585235596,0.5835073590278625,0.0,0.08742992000000001,0
4777,471529,-17.788237128626072,0.13412094116210938,0.5932497978210449,0.0,0.08742592,0
4778,471588,-13.953014961670094,0.3253980875015259,-0.28154903650283813,0.0,0.08742434666666667,1
4779,471667,11.857080324305734,0.2359822392463684,0.7135746479034424,0.0,0.08742224000000001,1
4780,471721,-10.12434058677016,0.32790231704711914,-0.14608590304851532,0.0,0.0874208,0
4781,471791,11.761344946583673,0.38339829444885254,0.3452873229980469,0.0,0.08741893333333334,1
4782,471941,-18.02698836240154,0.49972134828567505,0.5502044558525085,0.0,0.08741493333333333,0
4783,471942,-8.148672273329536,0.19771285355091095,0.14859244227409363,0.0,0.08741490666666667,0
4784,471964,9.168292718210465,11.079715728759766,0.5990833640098572,0.0,0.08741432,1
4785,472004,-6.7097776655066195,0.46795347332954407,0.9461907148361206,0.0,0.08741325333333334,0
4786,472038,-21.493501174637622,0.16903778910636902,-0.06479853391647339,0.0,0.08741234666666667,0
4787,472095,11.839704607688288,0.2229750156402588,0.4780409634113312,0.0,0.08741082666666668,1
4788,472132,-9.533620247498428,0.4445056915283203,0.8301815986633301,0.0,0.08740984,1
4789,472230,-30.611921148495025,0.26760023832321167,1.129755973815918,0.0,0.08740722666666667,1
4790,472287,7.864894774408784,0.3021675646305084,0.9279230833053589,0.0,0.08740570666666667,1
4791,472375,-19.52978137908234,0.7782792448997498,0.674958348274231,0.0,0.08740336,1
4792,472377,-10.402496917702525,0.1445404589176178,1.0181410312652588,0.0,0.08740330666666667,0
4793,472527,-21.462380042339216,0.3607627749443054,1.0283939838409424,0.0,0.08739930666666668,0
4794,472592,15.402487684112675,0.24596741795539856,0.6452752351760864,0.0,0.08739757333333334,1
4795,472742,-23.286294261742324,0.3954816460609436,0.7476569414138794,0.0,0.08739357333333334,0
4796,472794,-16.649161061420696,0.5464264154434204,0.7559115886688232,0.0,0.08739218666666668,1
4797,472931,-29.580397117986514,0.27291232347488403,-0.20826101303100586,0.0,0.08738853333333334,1
4798,472996,13.906324948242332,0.22471022605895996,1.0479581356048584,0.0,0.0873868,1
4799,473034,9.32107453587685,0.2657107412815094,0.2078055441379547,0.0,0.08738578666666667,1
4800,473064,7.541537356729422,0.19501052796840668,0.4359026849269867,0.0,0.08738498666666668,1
4801,473089,-6.344588022605301,0.19880345463752747,0.48864278197288513,0.0,0.08738432,1
4802,473090,-8.077234211036771,0.690990686416626,0.16320860385894775,0.0,0.08738429333333333,0
4803,473128,8.890711371400577,0.29409047961235046,0.651157557964325,0.0,0.08738328000000001,1
4804,473278,-18.540602850972515,0.13980942964553833,1.1352076530456543,0.0,0.08737928,0
4805,473428,-16.45641096004873,10.020124435424805,0.7004803419113159,0.0,0.08737528,0
4806,473578,-19.127608009934157,0.4518167972564697,0.47669562697410583,0.0,0.08737128000000001,0
4807,473655,14.803615162477643,0.17926187813282013,1.0806553363800049,0.0,0.08736922666666667,1
4808,473689,11.201410712005497,0.40066036581993103,0.3775746822357178,0.0,0.08736832,1
4809,473839,-19.90745594161492,0.19628599286079407,0.07319042086601257,0.0,0.08736432000000001,0
4810,473894,12.395616430198091,0.22993674874305725,0.8016701340675354,0.0,0.08736285333333334,1
4811,473942,9.292534888937256,0.16712833940982819,0.027917511761188507,0.0,0.08736157333333333,1
4812,474004,9.018983597613563,0.15884250402450562,1.197502851486206,0.0,0.08735992000000001,1
4813,474154,-20.693429252418092,0.3627805709838867,0.9549705982208252,0.0,0.08735592,0
4814,474304,-19.157208463924594,10.911050796508789,0.4646698832511902,0.0,0.08735192,0
4815,474322,-8.10923605560385,0.18507170677185059,0.441247820854187,0.0,0.08735144,0
4816,474347,6.558385672728425,0.12956981360912323,0.36446648836135864,0.0,0.08735077333333334,1
4817,474370,8.625951332379199,7.100329875946045,0.8907698392868042,0.0,0.08735016000000001,1
4818,474502,11.325049449016959,0.22034424543380737,0.7228976488113403,0.0,0.08734664,1
4819,474652,-18.96175989713592,0.24431031942367554,0.3530825972557068,0.0,0.08734264,0
4820,474677,-4.8107037576422265,0.22563436627388,0.8069461584091187,0.0,0.08734197333333334,1
4821,474733,11.579769605941154,0.26809191703796387,0.3090786337852478,0.0,0.08734048,1
4822,474757,9.198513378735385,0.20674355328083038,0.5096131563186646,0.0,0.08733984,1
4823,474860,10.451465851529912,1.6387362480163574,0.7031278610229492,0.0,0.08733709333333334,1
4824,474885,7.156313487765061,8.768885612487793,0.6663061380386353,0.0,0.08733642666666667,1
4825,475035,-19.59096255765163,0.29785260558128357,-0.22862249612808228,0.0,0.08733242666666667,0
4826,475060,7.589285658076645,7.820764541625977,0.6442133784294128,0.0,0.08733176000000001,1
4827,475086,8.307716996450988,0.23505768179893494,0.3895876407623291,0.0,0.08733106666666668,1
4828,475138,11.147768708366183,0.12808702886104584,1.045100212097168,0.0,0.08732968,1
4829,475288,-26.94238591535772,0.22069299221038818,0.7886258363723755,0.0,0.08732568,0
4830,475438,-16.63478240760505,4.261460304260254,0.4514131247997284,0.0,0.08732168000000001,0
4831,475588,-21.920091387199037,0.2362154871225357,0.24705752730369568,0.0,0.08731768000000001,0
4832,475738,-18.925376701243838,10.810375213623047,-0.25227510929107666,0.0,0.08731368,0
4833,475888,-24.06320522554198,0.36220505833625793,0.26607757806777954,0.0,0.08730968,0
4834,476038,-17.663389017576936,0.1559247076511383,0.5032045841217041,0.0,0.08730568000000001,0
4835,476057,-9.596736457182367,0.11787332594394684,0.43126180768013,0.0,0.08730517333333333,0
4836,476078,7.550029803087844,0.27443504333496094,0.17839892208576202,0.0,0.08730461333333334,1
4837,476228,-19.838359374687627,0.157933309674263,0.18490132689476013,0.0,0.08730061333333333,0
4838,476378,-22.664391032923966,0.437156617641449,-0.5226669311523438,0.0,0.08729661333333334,0
4839,476492,9.607160044386546,0.12061011791229248,0.9118704795837402,0.0,0.08729357333333335,1
4840,476642,-24.149930516111162,11.37311840057373,0.26308560371398926,0.0,0.08728957333333334,0
4841,476750,12.138754315152283,0.13580060005187988,0.3807823061943054,0.0,0.08728669333333333,1
4842,476785,5.850941984459249,0.09178580343723297,0.5742905139923096,0.0,0.08728576,1
4843,476852,-7.029339990595745,1.9206938743591309,0.9867764711380005,0.0,0.08728397333333333,0
4844,476875,5.110901043164077,0.3641259968280792,0.5586747527122498,0.0,0.08728336,1
4845,476926,12.62865545162846,0.32618051767349243,-0.10875223577022552,0.0,0.087282,1
4846,476984,-13.856833605817856,0.14752572774887085,0.35864225029945374,0.0,0.08728045333333334,1
4847,477036,7.941049558011301,0.21815282106399536,0.893835186958313,0.0,0.08727906666666667,1
4848,477186,-26.468919895390023,0.11064612865447998,0.7554634213447571,0.0,0.08727506666666668,0
4849,477270,-17.17125761813246,0.27475792169570923,0.2432861477136612,0.0,0.08727282666666668,1
4850,477420,-18.23063771921128,0.20030556619167328,0.20256902277469635,0.0,0.08726882666666667,0
4851,477477,11.549484663289132,0.12645044922828674,0.884855329990387,0.0,0.08726730666666667,1
4852,477565,8.27328690985447,0.5497989654541016,-0.0009906962513923645,0.0,0.08726496,1
4853,477609,-9.614106550498466,0.14987847208976746,0.1283019483089447,0.0,0.08726378666666668,0
4854,477672,13.305321245221723,0.4300518333911896,-0.22749412059783936,0.0,0.08726210666666667,1
4855,477739,14.147605684962773,0.2821407914161682,-0.2305416613817215,0.0,0.08726032,1
4856,477807,13.051075114209857,0.23360535502433777,-0.26596593856811523,0.0,0.08725850666666667,1
4857,477864,11.365010043001874,0.917963445186615,-0.5837500691413879,0.0,0.08725698666666667,1
4858,477969,4.434807198229489,0.1370287388563156,0.26966381072998047,0.0,0.08725418666666668,1
4859,477993,7.605204235273318,0.22629664838314056,0.5472463965415955,0.0,0.08725354666666667,1
4860,478020,7.630443955754641,0.1565731167793274,0.39350074529647827,0.0,0.08725282666666667,1
4861,478072,9.61626924428608,0.2126832902431488,0.6346162557601929,0.0,0.08725144,1
4862,478121,12.277226005445694,0.13495264947414398,0.6306469440460205,0.0,0.08725013333333334,1
4863,478179,12.485876497086075,0.5467727780342102,0.38414785265922546,0.0,0.08724858666666667,1
4864,478201,-2.3027478006266744,0.16251835227012634,0.45378488302230835,0.0,0.087248,1
4865,478266,-18.838294985819513,0.20310242474079132,1.042739987373352,0.0,0.08724626666666667,1
4866,478324,-11.34973097749523,0.25929802656173706,0.15737882256507874,0.0,0.08724472,0
4867,478361,11.666405735891532,0.7207399606704712,0.18748942017555237,0.0,0.08724373333333334,1
4868,478384,-12.50633798944862,0.13080570101737976,-0.2845318615436554,0.0,0.08724312000000001,0
4869,478534,-23.838119893734454,0.40091073513031006,0.08101961016654968,0.0,0.08723912,0
4870,478584,-5.5589896569841555,0.41546139121055603,0.3328327536582947,0.0,0.08723778666666668,0
4871,478634,-25.304133688722043,1.3372442722320557,0.8441078662872314,0.0,0.08723645333333334,0
4872,478696,7.318326399101775,0.16544604301452637,0.3440150320529938,0.0,0.0872348,1
4873,478750,-15.493701182134096,0.2942522168159485,0.5048978328704834,0.0,0.08723336000000001,1
