episode,frames,return,Lc,La,Lbc,ratio,eps
124,13590,0.0,918.6244506835938,-6.433173179626465,0.0,0.9733333333333334,0.958944999999731
125,13687,1.0,839.637939453125,-6.669770240783691,0.0,0.979381443298969,0.9584599999997279
126,13795,1.0,14635.2158203125,-6.743654251098633,0.10392627120018005,0.9629629629629629,0.9579199999997243
127,13945,0.0,387.3127746582031,-7.3998703956604,0.0,0.9666666666666667,0.9571699999997194
128,14095,0.0,9029.8837890625,-8.387114524841309,0.09067368507385254,0.9533333333333334,0.9564199999997145
129,14189,1.0,1380.206298828125,-8.934314727783203,0.0,0.9680851063829787,0.9559499999997114
130,14283,1.0,436.91693115234375,-8.585501670837402,0.12846055626869202,0.9680851063829787,0.9554799999997083
131,14400,0.0,1307.346435546875,-9.237445831298828,0.0,0.9658119658119658,0.9548949999997045
132,14491,1.0,672.0651245117188,-9.456952095031738,0.14014282822608948,0.967032967032967,0.9544399999997015
133,14590,1.0,1356.7509765625,-10.267334938049316,0.12305530160665512,0.9797979797979798,0.9539449999996983
134,14691,1.0,1326.028564453125,-10.623432159423828,0.0,0.9405940594059405,0.953439999999695
135,14841,0.0,2224.93115234375,-11.78158187866211,0.18666455149650574,0.9533333333333334,0.9526899999996901
136,14926,1.0,3091.55859375,-11.862336158752441,0.0,0.9647058823529412,0.9522649999996873
137,15032,1.0,1518.67236328125,-12.870336532592773,0.0,0.9528301886792453,0.9517349999996838
138,15129,1.0,5163.54345703125,-14.586217880249023,0.0,0.9690721649484536,0.9512499999996806
139,15279,0.0,22696.95703125,-14.790894508361816,0.19309376180171967,0.96,0.9504999999996757
140,15429,0.0,4608.8740234375,-16.685199737548828,0.0,0.9466666666666667,0.9497499999996708
141,15579,0.0,4339.240234375,-17.6025390625,0.0,0.96,0.9489999999996659
142,15677,1.0,2496.61376953125,-18.932992935180664,0.0,0.9285714285714286,0.9485099999996627
143,15774,1.0,6530.9375,-17.777807235717773,0.12881281971931458,0.9175257731958762,0.9480249999996595
144,15924,0.0,69244.4140625,-19.71553611755371,0.25169581174850464,0.9466666666666667,0.9472749999996546
145,16005,1.0,2879.465087890625,-21.209716796875,0.0,0.9629629629629629,0.9468699999996519
146,16103,1.0,6566.4619140625,-22.540855407714844,0.10367171466350555,0.9591836734693877,0.9463799999996487
147,16192,1.0,3385.5009765625,-22.92108917236328,0.17882762849330902,0.9550561797752809,0.9459349999996458
148,16299,1.0,767.8565063476562,-23.624696731567383,0.0,0.9252336448598131,0.9453999999996423
149,16398,1.0,8521.2626953125,-24.331064224243164,0.0,0.98989898989899,0.9449049999996391
150,16491,1.0,6653.1826171875,-27.3239688873291,0.0,0.9354838709677419,0.944439999999636
151,16583,1.0,12309.1416015625,-27.725093841552734,0.1610867977142334,0.967391304347826,0.943979999999633
152,16688,1.0,8046.158203125,-31.326841354370117,0.028193071484565735,0.9333333333333333,0.9434549999996296
153,16790,1.0,11828.525390625,-33.49332046508789,0.0,0.9117647058823529,0.9429449999996262
154,16940,0.0,13216.0712890625,-38.15372085571289,0.0,0.9666666666666667,0.9421949999996213
155,17035,1.0,3553.2021484375,-37.8802375793457,0.0,0.9473684210526315,0.9417199999996182
156,17127,1.0,50340.125,-37.885353088378906,0.0,0.967391304347826,0.9412599999996152
157,17222,1.0,19455.6015625,-41.794036865234375,0.0,0.9368421052631579,0.9407849999996121
158,17372,0.0,29663.8125,-46.33301544189453,0.0,0.8933333333333333,0.9400349999996072
159,17475,1.0,100115.3671875,-49.72689437866211,0.0,0.941747572815534,0.9395199999996038
160,17625,0.0,33549.05859375,-52.29456329345703,0.0,0.9533333333333334,0.9387699999995989
