idx,x,y
0.000000000000000000e+00,1.933418899306698913e-01,2.096090474559704486e-01
1.000000000000000000e+00,1.933418899306698913e-01,2.296090474559704109e-01
2.000000000000000000e+00,1.933418899306698913e-01,2.496090474559704286e-01
3.000000000000000000e+00,1.733418899306698735e-01,2.696090474559704742e-01
4.000000000000000000e+00,1.533418899306698557e-01,2.896090474559703809e-01
5.000000000000000000e+00,1.533418899306698557e-01,3.096090474559703987e-01
6.000000000000000000e+00,1.333418899306698380e-01,3.296090474559704164e-01
7.000000000000000000e+00,1.333418899306698380e-01,3.496090474559704342e-01
8.000000000000000000e+00,1.333418899306698380e-01,3.696090474559704520e-01
9.000000000000000000e+00,1.333418899306698380e-01,3.896090474559704697e-01
1.000000000000000000e+01,1.333418899306698380e-01,4.096090474559704875e-01
1.100000000000000000e+01,1.333418899306698380e-01,4.296090474559705052e-01
1.200000000000000000e+01,1.533418899306698557e-01,4.496090474559704120e-01
1.300000000000000000e+01,1.533418899306698557e-01,4.696090474559704298e-01
1.400000000000000000e+01,1.733418899306698735e-01,4.896090474559704475e-01
1.500000000000000000e+01,1.933418899306698913e-01,5.096090474559704653e-01
1.600000000000000000e+01,2.133418899306698535e-01,5.296090474559704830e-01
1.700000000000000000e+01,2.333418899306698713e-01,5.296090474559704830e-01
1.800000000000000000e+01,2.533418899306698613e-01,5.296090474559704830e-01
1.900000000000000000e+01,2.733418899306698790e-01,5.496090474559705008e-01
2.000000000000000000e+01,2.933418899306698968e-01,5.496090474559705008e-01
2.100000000000000000e+01,3.133418899306699146e-01,5.496090474559705008e-01
2.200000000000000000e+01,3.333418899306698213e-01,5.496090474559705008e-01
2.300000000000000000e+01,3.533418899306698391e-01,5.496090474559705008e-01
2.400000000000000000e+01,3.733418899306698568e-01,5.496090474559705008e-01
2.500000000000000000e+01,3.933418899306698746e-01,5.496090474559705008e-01
2.600000000000000000e+01,4.133418899306698924e-01,5.496090474559705008e-01
2.700000000000000000e+01,4.333418899306697991e-01,5.296090474559704830e-01
2.800000000000000000e+01,4.533418899306698169e-01,5.296090474559704830e-01
2.900000000000000000e+01,4.733418899306698346e-01,5.096090474559704653e-01
3.000000000000000000e+01,4.933418899306698524e-01,5.096090474559704653e-01
