idx,x,y
0.000000000000000000e+00,1.936062238757158827e-01,2.085625113394657670e-01
1.000000000000000000e+00,1.736062238757158649e-01,2.285625113394657848e-01
2.000000000000000000e+00,1.536062238757158471e-01,2.485625113394658026e-01
3.000000000000000000e+00,1.336062238757158294e-01,2.685625113394657371e-01
4.000000000000000000e+00,1.336062238757158294e-01,2.885625113394657548e-01
5.000000000000000000e+00,1.336062238757158294e-01,3.085625113394657726e-01
6.000000000000000000e+00,1.336062238757158294e-01,3.285625113394657903e-01
7.000000000000000000e+00,1.336062238757158294e-01,3.485625113394658081e-01
8.000000000000000000e+00,1.336062238757158294e-01,3.685625113394658259e-01
9.000000000000000000e+00,1.536062238757158471e-01,3.885625113394657326e-01
1.000000000000000000e+01,1.536062238757158471e-01,4.085625113394657504e-01
1.100000000000000000e+01,1.736062238757158649e-01,4.285625113394657681e-01
1.200000000000000000e+01,1.936062238757158827e-01,4.485625113394657859e-01
1.300000000000000000e+01,2.136062238757158449e-01,4.685625113394658037e-01
1.400000000000000000e+01,2.336062238757158627e-01,4.685625113394658037e-01
1.500000000000000000e+01,2.536062238757158527e-01,4.685625113394658037e-01
1.600000000000000000e+01,2.736062238757158704e-01,4.885625113394657104e-01
1.700000000000000000e+01,2.936062238757158882e-01,4.885625113394657104e-01
1.800000000000000000e+01,3.136062238757159060e-01,4.885625113394657104e-01
1.900000000000000000e+01,3.336062238757158127e-01,5.085625113394657282e-01
2.000000000000000000e+01,3.536062238757158305e-01,5.085625113394657282e-01
2.100000000000000000e+01,3.736062238757158482e-01,5.285625113394657459e-01
2.200000000000000000e+01,3.936062238757158660e-01,5.285625113394657459e-01
2.300000000000000000e+01,4.136062238757158838e-01,5.285625113394657459e-01
2.400000000000000000e+01,4.336062238757157905e-01,5.285625113394657459e-01
2.500000000000000000e+01,4.536062238757158083e-01,5.285625113394657459e-01
2.600000000000000000e+01,4.736062238757158260e-01,5.085625113394657282e-01
2.700000000000000000e+01,4.936062238757158438e-01,5.085625113394657282e-01
