idx,x,y
0.000000000000000000e+00,1.934233113480137989e-01,2.098224600091496139e-01
1.000000000000000000e+00,1.734233113480137811e-01,2.298224600091496317e-01
2.000000000000000000e+00,1.534233113480137634e-01,2.498224600091495939e-01
3.000000000000000000e+00,1.334233113480138011e-01,2.698224600091496117e-01
4.000000000000000000e+00,1.134233113480137833e-01,2.898224600091496295e-01
5.000000000000000000e+00,9.342331134801376558e-02,3.098224600091495917e-01
6.000000000000000000e+00,7.342331134801374781e-02,3.298224600091496095e-01
7.000000000000000000e+00,7.342331134801374781e-02,3.498224600091496272e-01
8.000000000000000000e+00,7.342331134801374781e-02,3.698224600091496450e-01
9.000000000000000000e+00,7.342331134801374781e-02,3.898224600091496628e-01
1.000000000000000000e+01,7.342331134801374781e-02,4.098224600091495695e-01
1.100000000000000000e+01,7.342331134801374781e-02,4.298224600091495873e-01
1.200000000000000000e+01,9.342331134801376558e-02,4.498224600091496050e-01
1.300000000000000000e+01,1.134233113480137833e-01,4.698224600091496228e-01
1.400000000000000000e+01,1.334233113480138011e-01,4.898224600091496406e-01
1.500000000000000000e+01,1.534233113480137634e-01,5.098224600091496583e-01
1.600000000000000000e+01,1.734233113480137811e-01,5.098224600091496583e-01
1.700000000000000000e+01,1.934233113480137989e-01,5.298224600091495651e-01
1.800000000000000000e+01,2.134233113480137611e-01,5.298224600091495651e-01
1.900000000000000000e+01,2.334233113480137789e-01,5.298224600091495651e-01
2.000000000000000000e+01,2.534233113480137689e-01,5.298224600091495651e-01
2.100000000000000000e+01,2.734233113480137867e-01,5.298224600091495651e-01
2.200000000000000000e+01,2.934233113480138044e-01,5.298224600091495651e-01
2.300000000000000000e+01,3.134233113480138222e-01,5.298224600091495651e-01
2.400000000000000000e+01,3.334233113480138400e-01,5.298224600091495651e-01
2.500000000000000000e+01,3.534233113480138577e-01,5.298224600091495651e-01
2.600000000000000000e+01,3.734233113480137645e-01,5.298224600091495651e-01
2.700000000000000000e+01,3.934233113480137822e-01,5.298224600091495651e-01
2.800000000000000000e+01,4.134233113480138000e-01,5.298224600091495651e-01
2.900000000000000000e+01,4.334233113480138178e-01,5.298224600091495651e-01
3.000000000000000000e+01,4.534233113480138355e-01,5.298224600091495651e-01
3.100000000000000000e+01,4.734233113480138533e-01,5.098224600091496583e-01
3.200000000000000000e+01,4.934233113480137600e-01,5.098224600091496583e-01
